gar_bro_id,date,gmw_bro_id,nitg_code,tube_number,screen_top_m_nap,screen_bottom_m_nap,ground_level_m_nap,screen_depth_below_ground_m,NO3_mgL,NO3_limit,NH4_mgL,NH4_limit,NO2_mgL,NO2_limit,Cl_mgL,SO4_mgL
GAR000000063447,1975-09-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,16535
GAR000000063573,1973-03-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17132
GAR000000063624,1979-10-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,16693
GAR000000063644,1987-01-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,15950
GAR000000063697,1980-10-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17282
GAR000000063735,1986-01-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17040
GAR000000004359,1984-11-08,GMW000000037736,B26C0111,2,-31.07,-32.07,2.55,34.62,0.02,LT,2.33,,0.006,LT,,165
GAR000000004360,1998-11-12,GMW000000037736,B26C0111,2,-31.07,-32.07,2.55,34.62,0.11,LT,3.42,,0.006,LT,3.3,120
GAR000000004796,1994-11-14,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.01,LT,2.1,,0.01,LT,6.8,315
GAR000000004797,1995-10-28,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.11,,2.72,,0.003,LT,5.8,500
GAR000000004798,2000-01-01,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,,,,,,,,
GAR000000004799,2003-01-22,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.11,LT,2.41,,0.006,LT,8.3,490
GAR000000004800,2006-06-07,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.01,,2.02,,0.003,LT,,400
GAR000000004801,2010-11-15,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.05,LT,2.74,,,,,226.53
GAR000000004802,2012-07-26,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.01,LT,1.94,,,,,232.72
GAR000000004803,2015-10-28,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.05,LT,2.3,,0.01,LT,6.7,560
GAR000000004804,2018-11-05,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.05,LT,3,,0.01,LT,11,320
GAR000000051427,2021-12-10,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.11,,2.9,,0.01,LT,5.76,352.16
GAR000000065334,2024-10-16,GMW000000011592,B15H0054,2,-31.06,-32.06,-3.06,29.0,0.21,,2.81,,0.01,LT,436.27,354.28
GAR000000053736,1989-11-20,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13835
GAR000000053832,1989-04-24,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13545
GAR000000053850,1985-06-05,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13348
GAR000000053902,1983-02-15,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,11400
GAR000000054052,1994-05-24,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13352
GAR000000054062,1984-02-15,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13680
GAR000000054165,1991-05-13,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,14960
GAR000000054261,1988-05-11,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13405
GAR000000054263,1986-09-09,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13334
GAR000000054272,1988-10-12,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13030
GAR000000054284,1987-10-29,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,12910
GAR000000054345,1990-09-03,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,14150
GAR000000054397,1996-08-05,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13437
GAR000000054451,1983-08-25,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,12500
GAR000000054533,1989-06-07,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13560
GAR000000054559,1987-06-01,GMW000000050998,B48A0129,2,-31.03,-32.03,-0.67,31.36,,,,,,,,13360
GAR000000009598,1980-01-01,GMW000000051292,B31B0047,1,-31.0,-32.0,-1.5,30.5,,,,,,,,48
GAR000000062527,1967-04-05,GMW000000042000,B49D0058,4,-31.0,-32.0,1.7,33.7,,,,,,,,10365
GAR000000065593,2024-08-27,GMW000000084633,B13C0072,2,-30.0,-32.0,0.0,32.0,0.19,,2.31,,0.01,LT,10.25,30.68
GAR000000062779,1967-04-05,GMW000000045003,B49D0059,4,-30.9,-31.9,1.25,33.15,,,,,,,,8153
GAR000000004525,1994-12-02,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,0.01,LT,39.67,,0.01,LT,3,1370
GAR000000004526,1998-11-30,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,0.11,LT,13.22,,0.006,LT,9.8,180
GAR000000004527,2000-01-01,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,,,,,,,,
GAR000000004528,2006-06-13,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,0.01,,11.67,,0.003,LT,,390
GAR000000004529,2015-10-06,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,0.05,LT,31,,0.01,,28,710
GAR000000004530,2018-12-14,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,0.05,LT,34,,0.01,LT,18,1100
GAR000000065382,2024-09-11,GMW000000011593,B26D0095,2,-30.86,-31.86,-2.86,29.0,0.05,LT,42.76,,0.01,LT,1366.46,1106.97
GAR000000005280,1959-01-21,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.0045,LT,1.24,,0.006,LT,,16
GAR000000005281,1980-10-02,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.02,LT,1.4,,0.006,LT,,14
GAR000000005282,1990-11-08,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.0045,LT,1.24,,0.006,LT,2.9,40
GAR000000005283,1996-12-11,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.11,LT,1.86,,0.003,LT,2.3,71
GAR000000005284,2003-01-17,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.11,LT,1.63,,0.006,LT,2.9,96
GAR000000005285,2015-10-26,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.05,LT,1.8,,0.01,LT,9.4,63
GAR000000005286,2018-11-28,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.05,LT,1.8,,0.01,LT,12,62
GAR000000065308,2024-09-23,GMW000000037674,B21C0062,2,-30.83,-31.83,-1.83,30.0,0.05,LT,2.03,,0.01,LT,248.27,69.29
GAR000000004960,1994-11-15,GMW000000011611,B20F0173,1,-30.8,-31.8,-3.84,27.96,0.01,LT,9.33,,0.01,LT,6.6,740
GAR000000004961,1996-11-26,GMW000000011611,B20F0173,1,-30.8,-31.8,-3.84,27.96,0.11,LT,13.22,,0.003,LT,6.1,710
GAR000000004962,2006-06-08,GMW000000011611,B20F0173,1,-30.8,-31.8,-3.84,27.96,0.01,LT,9.33,,0.003,LT,,720
GAR000000004963,2015-10-22,GMW000000011611,B20F0173,1,-30.8,-31.8,-3.84,27.96,0.07,,11,,0.01,LT,5.2,790
GAR000000004964,2018-11-15,GMW000000011611,B20F0173,1,-30.8,-31.8,-3.84,27.96,0.05,LT,9.7,,0.01,LT,7.8,740
GAR000000055836,1995-08-16,GMW000000050848,B48E0129,4,-30.8,-31.8,3.25,35.05,,,,,,,,18208
GAR000000056298,1991-05-13,GMW000000050848,B48E0129,4,-30.8,-31.8,3.25,35.05,,,,,,,,18884
GAR000000056481,1993-01-01,GMW000000050848,B48E0129,4,-30.8,-31.8,3.25,35.05,,,,,,,,20143
GAR000000056519,1993-06-23,GMW000000050848,B48E0129,4,-30.8,-31.8,3.25,35.05,,,,,,,,17842
GAR000000056602,1990-09-28,GMW000000050848,B48E0129,4,-30.8,-31.8,3.25,35.05,,,,,,,,18580
GAR000000065306,2024-10-15,GMW000000011611,B20F0173,1,-30.8,-31.8,-3.84,27.96,0.26,,12.21,,0.01,LT,457.07,754.78
GAR000000060981,1995-12-05,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,2,LT,12.07,,,,,16000
GAR000000061024,1999-01-07,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,0.1,LT,5.13,,,,,17500
GAR000000061053,1990-09-26,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,,,,,,,,18100
GAR000000061096,1993-06-17,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,,,,,,,,16120
GAR000000061167,2001-01-12,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,0.5,LT,19,,,,,16000
GAR000000061190,1995-08-17,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,,,,,,,,16416
GAR000000061286,2000-01-11,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,0.5,LT,3.1,,,,,17000
GAR000000061315,2001-11-13,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,12,,8.6,,,,,15000
GAR000000061345,1992-01-09,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,,,,,,,,19724
GAR000000061427,1996-11-04,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,2,LT,11.07,,,,,19800
GAR000000061550,1993-01-01,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,,,,,,,,16311
GAR000000061554,1997-11-25,GMW000000057361,B42E0044,4,-30.7,-31.7,0.5,32.2,2,LT,15.09,,,,,16200
GAR000000059865,1993-11-04,GMW000000050773,B42F0082,9,-31.4,-31.6,0.3,31.9,,,,,,,,16060
GAR000000059986,1991-10-23,GMW000000050773,B42F0082,9,-31.4,-31.6,0.3,31.9,,,,,,,,16161
GAR000000060064,1994-11-02,GMW000000050773,B42F0082,9,-31.4,-31.6,0.3,31.9,,,,,,,,15876
GAR000000060171,1992-10-21,GMW000000050773,B42F0082,9,-31.4,-31.6,0.3,31.9,,,,,,,,16042
GAR000000010486,1972-01-01,GMW000000051227,B37E0304,3,-30.59,-31.59,-2.68,28.91,,,,,,,,1310
GAR000000062990,1973-03-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,15547
GAR000000063131,1981-10-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,15520
GAR000000063217,1983-01-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,15380
GAR000000063316,1977-10-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,14900
GAR000000063329,1975-09-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,14927
GAR000000063477,1979-06-14,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,15380
GAR000000063761,1972-07-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,15608
GAR000000063814,1974-06-01,GMW000000044208,B48E0232,2,-30.5,-31.5,-0.15,31.35,,,,,,,,15553
GAR000000000656,2003-01-01,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,3.74,,0.21,,,,,22.86
GAR000000000657,2007-09-01,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,1.6,,0.01,LT,0.01,LT,,20
GAR000000000658,2008-09-16,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,0.99,,0.01,LT,0.01,LT,,21
GAR000000000659,2010-03-22,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,0.34,,0.21,,,,,13.3
GAR000000000660,2012-03-20,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,1.71,,0.02,,,,,18
GAR000000000661,2015-06-18,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,0.38,,0.14,,0.01,LT,5,13
GAR000000000662,2018-05-23,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,1.2,,0.05,LT,0.01,LT,5,27
GAR000000050870,2021-05-10,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,3.59,,0.02,LT,0.01,LT,0.66,35.66
GAR000000064548,2024-04-25,GMW000000025991,B39B0336,2,-29.45,-31.45,5.55,37.0,0.08,,0.02,LT,0.01,LT,0.92,16.31
GAR000000060712,1992-01-09,GMW000000050728,B42E0024,2,-30.0,-31.43,-0.91,30.52,,,,,,,,19926
GAR000000060899,1993-06-16,GMW000000050728,B42E0024,2,-30.0,-31.43,-0.91,30.52,,,,,,,,16248
GAR000000061330,1993-01-01,GMW000000050728,B42E0024,2,-30.0,-31.43,-0.91,30.52,,,,,,,,17601
GAR000000061549,1989-10-06,GMW000000050728,B42E0024,2,-30.0,-31.43,-0.91,30.52,,,,,,,,16610
GAR000000061582,1990-09-18,GMW000000050728,B42E0024,2,-30.0,-31.43,-0.91,30.52,,,,,,,,16930
GAR000000011877,2006-06-22,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.09,,8,,0.03,LT,,78
GAR000000011878,2007-10-11,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,,,,,,,,
GAR000000011879,2008-11-12,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,,,,,,,,
GAR000000011880,2010-03-09,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.01,LT,3.48,,,,,289.7
GAR000000011881,2012-10-18,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.01,LT,3.89,,,,,322.01
GAR000000011882,2015-10-12,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.04,LT,3.5,,0.03,LT,5.9,340
GAR000000011883,2019-01-17,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.01,LT,3.6,,0.01,,8.7,350
GAR000000050505,2021-12-09,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.05,LT,3.72,,0.01,LT,7.35,369.28
GAR000000061406,2008-12-01,GMW000000057226,B42E0262,2,-30.4,-31.4,,,,,,,,,,13000
GAR000000064753,2024-11-07,GMW000000041795,B16A0070,4,-30.4,-31.4,0.14,31.54,0.17,,3.65,,0.01,LT,7.4,342.69
GAR000000060988,2007-02-09,GMW000000057291,B42E0264,2,-30.37,-31.37,,,,,,,,,,12898
GAR000000061174,2008-12-01,GMW000000057291,B42E0264,2,-30.37,-31.37,,,,,,,,,,12000
GAR000000061085,2006-03-08,GMW000000004906,B42C0136,2,-30.35,-31.35,1.15,32.5,,,,,,,,6603
GAR000000061505,2010-09-29,GMW000000004906,B42C0136,2,-30.35,-31.35,1.15,32.5,,,,,,,,5200
GAR000000039618,2010-03-30,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.014,LT,1.983,,,,6.4,1475.11
GAR000000039619,2017-04-12,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.07,LT,2.056,,,,6.02,1502.38
GAR000000039857,2006-07-10,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.014,LT,2.042,,,,6.017,1610.75
GAR000000039858,2014-03-25,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.07,LT,2.006,,,,6.6,1535.73
GAR000000039861,1983-08-17,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.1,,2.4,,,,4,1360
GAR000000039862,1985-09-26,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.3,LT,2.16,,,,7,1360
GAR000000039865,1982-03-30,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.1,LT,2.8,,,,5,1350
GAR000000039866,1982-08-05,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,,,,,,,,
GAR000000039867,1984-09-06,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.1,LT,1.8,,,,4.9,1300
GAR000000039868,1986-10-02,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.3,LT,1.85,,,,7.12,1380
GAR000000039869,1987-10-13,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.3,LT,2.07,,,,4.49,1420
GAR000000039870,1989-11-16,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.28,LT,2.14,,,,,1372
GAR000000039871,1990-09-19,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.28,LT,1.97,,,,3.6,1442.54
GAR000000039872,1991-08-27,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.06,,1.93,,,,4.37,1367.11
GAR000000039873,1988-09-13,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.28,LT,1.83,,,,,1393
GAR000000039874,1992-09-11,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.04,,1.97,,,,3.64,1377.37
GAR000000039875,1993-09-16,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.099,,,,,,5.753,1385.811
GAR000000039876,1995-08-09,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.076,,2.003,,,,,1396.638
GAR000000039877,1996-08-08,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.028,LT,1.989,,,,,1420.836
GAR000000039878,1997-09-25,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,,,,,,,,
GAR000000039879,1998-09-22,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.028,LT,1.919,,,,,1404.671
GAR000000039880,1999-07-01,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,,,,,,,,
GAR000000039881,2001-10-31,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,,,,,,,,
GAR000000039882,2002-09-02,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.084,,1.835,,,,,1439.944
GAR000000039883,2003-07-08,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.03,LT,2.08,,,,,1436.95
GAR000000043371,2021-07-07,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.029,LT,2.057,,,,5.205,1533.37
GAR000000065541,2024-08-30,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.07,,1.85,,0.01,LT,10.71,1531.95
GAR000000067281,2025-07-21,GMW000000038691,B07G0133,3,-29.27,-31.27,-1.367,29.9,0.029,LT,2.003,,,,5.773,1614.19
GAR000000011451,2006-03-15,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.05,LT,3.2,,0.03,LT,,43
GAR000000011452,2010-03-17,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.01,LT,3.66,,,,,43.7
GAR000000011453,2012-10-22,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.01,LT,3.53,,,,,44.45
GAR000000011454,2015-10-28,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.04,LT,3.4,,0.03,LT,12,44
GAR000000025892,1985-09-13,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.3,LT,3.57,,,,7,39.2
GAR000000025893,2018-05-23,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.07,LT,3.482,,,,10.29,41.575
GAR000000025902,1980-07-07,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.1,LT,4,,,,17,47
GAR000000025903,1981-06-18,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.1,LT,3.6,,,,11,40
GAR000000025904,1983-07-18,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.1,LT,3.6,,,,12,40
GAR000000025905,1997-10-22,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,,,,,,,,
GAR000000025906,2010-06-21,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.014,LT,3.43,,,,10.4,41.36
GAR000000025907,1984-08-23,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.1,LT,31,,,,6.8,40
GAR000000025908,1986-09-24,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.3,LT,3.19,,,,10.5,41.1
GAR000000025909,1987-10-02,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.3,LT,3.48,,,,7.39,40.9
GAR000000025910,1988-08-25,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.28,LT,3.43,,,,,41.8
GAR000000025912,1989-10-18,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.28,LT,3.66,,,,,41
GAR000000025914,1990-09-17,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.28,LT,3.3,,,,7.29,42.49
GAR000000025915,1991-11-19,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.03,,3.56,,,,7.62,42.46
GAR000000025916,1992-07-03,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.03,,3.56,,,,8.19,42.58
GAR000000025917,1993-08-09,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.043,,,,,,10.761,40.129
GAR000000025919,1995-05-30,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.028,LT,3.517,,,,,41.267
GAR000000025922,1996-08-01,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.028,LT,3.531,,,,,43.249
GAR000000025923,1998-10-02,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.028,LT,3.46,,,,,42.044
GAR000000025924,1999-07-12,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,,,,,,,,
GAR000000025925,2001-11-06,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,,,,,,,,
GAR000000025926,2003-07-11,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,,,,,,,,
GAR000000025927,2006-07-17,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.014,LT,3.731,,,,10.22,44.33
GAR000000025929,2002-09-06,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.028,LT,3.348,,,,,41.547
GAR000000025930,2014-06-18,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.07,LT,3.622,,,,10.6,42.53
GAR000000043700,2022-07-26,GMW000000038770,B10H0152,3,-29.168,-31.168,-1.068,30.1,0.029,LT,4.336,,,,13.34,37.606
GAR000000038636,1982-04-07,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.1,LT,2.3,,,,15,20
GAR000000038645,1983-08-18,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.1,LT,2.2,,,,14,14
GAR000000038646,1984-09-10,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.1,LT,2,,,,12.9,8
GAR000000038663,1985-10-02,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.3,LT,2.57,,,,15,19.5
GAR000000038677,1986-10-09,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.3,LT,2.01,,,,17.4,20.1
GAR000000038679,1987-10-16,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.3,LT,2.45,,,,14.3,20.1
GAR000000038680,1989-11-22,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.28,LT,2.44,,,,,20.9
GAR000000038681,1991-09-02,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.03,,2.35,,,,15.14,19.17
GAR000000038682,2020-05-18,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.029,LT,2.61,,,,13.71,17.772
GAR000000038686,1988-09-05,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.28,LT,2.14,,,,,20.1
GAR000000038689,1990-09-25,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.28,LT,2.44,,,,12.89,20.7
GAR000000038717,1992-09-04,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.03,,2.32,,,,12.92,20.63
GAR000000038725,1993-09-21,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.042,,,,,,14.256,19.285
GAR000000038726,1994-08-04,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.029,,2.452,,,,14.772,15.648
GAR000000038762,1995-08-01,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.031,,2.242,,,,,19.749
GAR000000038774,1996-09-04,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.028,LT,2.396,,,,,19.498
GAR000000038775,1998-09-16,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,,,,,,,,
GAR000000038776,2000-08-31,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.126,,2.2,,,,,19.604
GAR000000038782,1997-09-24,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,,,,,,,,
GAR000000038783,1999-06-30,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,,,,,,,,
GAR000000038789,2001-10-30,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,,,,,,,,
GAR000000038790,2008-07-08,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.014,LT,2.606,,,,13.9,19.39
GAR000000038791,2012-03-13,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.02,LT,2.41,,,,13.4,19.39
GAR000000038800,2002-07-31,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,,,,,,,,
GAR000000038803,2003-07-07,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,,,,,,,,
GAR000000038813,2004-07-06,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.01,LT,2.49,,,,13.5,19.5
GAR000000038814,2016-03-31,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.07,LT,2.588,,,,13.5,20.64
GAR000000064033,2024-07-11,GMW000000038650,B13B0071,3,-29.15,-31.15,1.852,33.0,0.029,LT,2.665,,,,12.65,19.194
GAR000000060635,2006-03-08,GMW000000004912,B42C0137,2,-30.13,-31.13,1.87,33.0,,,,,,,,13480
GAR000000062851,2010-09-28,GMW000000004912,B42C0137,2,-30.13,-31.13,1.87,33.0,,,,,,,,190
GAR000000000758,2003-01-01,GMW000000004093,B39B0363,2,-29.1,-31.1,3.9,35.0,0.0022,LT,0.22,,,,,8.41
GAR000000000759,2007-09-01,GMW000000004093,B39B0363,2,-29.1,-31.1,3.9,35.0,0.1,LT,0.07,,0.01,LT,,9
GAR000000000760,2008-09-16,GMW000000004093,B39B0363,2,-29.1,-31.1,3.9,35.0,0.1,LT,0.07,,0.01,LT,,7.8
