station,date,q_daily_mean_m3s,n_samples
Borgharen,2000-01-01,889.37,145
Borgharen,2000-01-02,833.37,145
Borgharen,2000-01-03,777.81,145
Borgharen,2000-01-04,765.3,145
Borgharen,2000-01-05,880.43,145
Borgharen,2000-01-06,819.71,145
Borgharen,2000-01-07,719.47,145
Borgharen,2000-01-08,683.85,145
Borgharen,2000-01-09,585.25,145
Borgharen,2000-01-10,549.56,145
Borgharen,2000-01-11,453.76,145
Borgharen,2000-01-12,412.09,145
Borgharen,2000-01-13,362.72,145
Borgharen,2000-01-14,354.93,145
Borgharen,2000-01-15,347.72,145
Borgharen,2000-01-16,347.41,145
Borgharen,2000-01-17,284.89,145
Borgharen,2000-01-18,271.71,145
Borgharen,2000-01-19,254.65,145
Borgharen,2000-01-20,252.13,145
Borgharen,2000-01-21,213.25,145
Borgharen,2000-01-22,259.06,145
Borgharen,2000-01-23,329.27,145
Borgharen,2000-01-24,315.18,145
Borgharen,2000-01-25,267.13,145
Borgharen,2000-01-26,234.78,145
Borgharen,2000-01-27,214.91,145
Borgharen,2000-01-28,193.8,145
Borgharen,2000-01-29,236.84,145
Borgharen,2000-01-30,572.11,145
Borgharen,2000-01-31,805.01,145
Borgharen,2000-02-01,687.98,147
Borgharen,2000-02-02,579.31,145
Borgharen,2000-02-03,500.24,145
Borgharen,2000-02-04,443.61,145
Borgharen,2000-02-05,402.43,145
Borgharen,2000-02-06,400.93,145
Borgharen,2000-02-07,343.61,145
Borgharen,2000-02-08,396.51,145
Borgharen,2000-02-09,606.33,145
Borgharen,2000-02-10,582.02,145
Borgharen,2000-02-11,662.44,145
Borgharen,2000-02-12,641.07,145
Borgharen,2000-02-13,631.72,145
Borgharen,2000-02-14,629.53,145
Borgharen,2000-02-15,620.9,145
Borgharen,2000-02-16,682.29,145
Borgharen,2000-02-17,778.06,145
Borgharen,2000-02-18,732.94,145
Borgharen,2000-02-19,814.48,145
Borgharen,2000-02-20,891.14,145
Borgharen,2000-02-21,815.33,145
Borgharen,2000-02-22,706.15,145
Borgharen,2000-02-23,674.36,145
Borgharen,2000-02-24,602.43,145
Borgharen,2000-02-25,634.4,145
Borgharen,2000-02-26,668.28,145
Borgharen,2000-02-27,611.91,145
Borgharen,2000-02-28,558.81,145
Borgharen,2000-02-29,535.94,145
Borgharen,2000-03-01,633.17,147
Borgharen,2000-03-02,728.01,145
Borgharen,2000-03-03,744.21,145
Borgharen,2000-03-04,1161.24,145
Borgharen,2000-03-05,1021.13,145
Borgharen,2000-03-06,866.9,145
Borgharen,2000-03-07,749.89,145
Borgharen,2000-03-08,690.0,145
Borgharen,2000-03-09,692.48,145
Borgharen,2000-03-10,598.49,145
Borgharen,2000-03-11,544.75,145
Borgharen,2000-03-12,515.4,145
Borgharen,2000-03-13,435.34,145
Borgharen,2000-03-14,392.7,145
Borgharen,2000-03-15,376.14,145
Borgharen,2000-03-16,335.68,145
Borgharen,2000-03-17,326.3,145
Borgharen,2000-03-18,312.37,145
Borgharen,2000-03-19,325.2,145
Borgharen,2000-03-20,269.71,145
Borgharen,2000-03-21,258.32,145
Borgharen,2000-03-22,239.14,145
Borgharen,2000-03-23,231.54,145
Borgharen,2000-03-24,225.39,145
Borgharen,2000-03-25,226.69,145
Borgharen,2000-03-26,293.39,145
Borgharen,2000-03-27,300.29,145
Borgharen,2000-03-28,327.45,145
Borgharen,2000-03-29,293.32,145
Borgharen,2000-03-30,283.28,145
Borgharen,2000-03-31,338.0,145
Borgharen,2000-04-01,455.25,147
Borgharen,2000-04-02,447.9,145
Borgharen,2000-04-03,376.43,145
Borgharen,2000-04-04,340.58,145
Borgharen,2000-04-05,304.67,145
Borgharen,2000-04-06,276.28,145
Borgharen,2000-04-07,229.11,145
Borgharen,2000-04-08,231.96,145
Borgharen,2000-04-09,245.05,145
Borgharen,2000-04-10,211.89,145
Borgharen,2000-04-11,183.36,145
Borgharen,2000-04-12,183.69,145
Borgharen,2000-04-13,167.24,145
Borgharen,2000-04-14,192.22,145
Borgharen,2000-04-15,237.19,145
Borgharen,2000-04-16,265.99,145
Borgharen,2000-04-17,233.89,145
Borgharen,2000-04-18,237.32,145
Borgharen,2000-04-19,237.78,145
Borgharen,2000-04-20,213.11,145
Borgharen,2000-04-21,193.53,145
Borgharen,2000-04-22,206.24,145
Borgharen,2000-04-23,333.35,145
Borgharen,2000-04-24,362.12,145
Borgharen,2000-04-25,302.68,145
Borgharen,2000-04-26,222.89,145
Borgharen,2000-04-27,200.55,145
Borgharen,2000-04-28,193.44,145
Borgharen,2000-04-29,205.41,145
Borgharen,2000-04-30,218.45,145
Borgharen,2000-05-01,185.74,147
Borgharen,2000-05-02,138.04,145
Borgharen,2000-05-03,117.7,145
Borgharen,2000-05-04,134.3,145
Borgharen,2000-05-05,141.42,145
Borgharen,2000-05-06,138.2,145
Borgharen,2000-05-07,164.11,145
Borgharen,2000-05-08,162.21,145
Borgharen,2000-05-09,148.26,145
Borgharen,2000-05-10,131.88,145
Borgharen,2000-05-11,152.19,145
Borgharen,2000-05-12,219.49,145
Borgharen,2000-05-13,161.67,145
Borgharen,2000-05-14,180.2,145
Borgharen,2000-05-15,114.55,145
Borgharen,2000-05-16,103.78,145
Borgharen,2000-05-17,122.9,145
Borgharen,2000-05-18,126.98,145
Borgharen,2000-05-19,113.79,145
Borgharen,2000-05-20,133.53,145
Borgharen,2000-05-21,147.6,145
Borgharen,2000-05-22,153.59,145
Borgharen,2000-05-23,127.44,145
Borgharen,2000-05-24,112.92,145
Borgharen,2000-05-25,132.96,145
Borgharen,2000-05-26,118.73,145
Borgharen,2000-05-27,105.94,145
Borgharen,2000-05-28,129.48,145
Borgharen,2000-05-29,105.45,145
Borgharen,2000-05-30,93.61,145
Borgharen,2000-05-31,98.57,145
Borgharen,2000-06-01,135.12,147
Borgharen,2000-06-02,103.61,145
Borgharen,2000-06-03,101.53,145
Borgharen,2000-06-04,158.46,145
Borgharen,2000-06-05,138.4,145
Borgharen,2000-06-06,138.7,145
Borgharen,2000-06-07,166.49,145
Borgharen,2000-06-08,106.69,145
Borgharen,2000-06-09,96.58,145
Borgharen,2000-06-10,75.52,145
Borgharen,2000-06-11,101.07,145
Borgharen,2000-06-12,85.82,145
Borgharen,2000-06-13,64.38,145
Borgharen,2000-06-14,56.94,145
Borgharen,2000-06-15,42.39,145
Borgharen,2000-06-16,53.99,145
Borgharen,2000-06-17,52.94,145
Borgharen,2000-06-18,75.94,145
Borgharen,2000-06-19,53.38,145
Borgharen,2000-06-20,18.04,145
Borgharen,2000-06-21,43.12,145
Borgharen,2000-06-22,45.13,145
Borgharen,2000-06-23,26.69,145
Borgharen,2000-06-24,42.87,145
Borgharen,2000-06-25,69.78,145
Borgharen,2000-06-26,28.97,145
Borgharen,2000-06-27,39.1,145
Borgharen,2000-06-28,24.59,145
Borgharen,2000-06-29,13.41,145
Borgharen,2000-06-30,27.76,145
Borgharen,2000-07-01,42.3,147
Borgharen,2000-07-02,75.42,145
Borgharen,2000-07-03,132.35,145
Borgharen,2000-07-04,68.6,145
Borgharen,2000-07-05,95.87,145
Borgharen,2000-07-06,75.72,145
Borgharen,2000-07-07,90.21,145
Borgharen,2000-07-08,152.49,145
Borgharen,2000-07-09,127.21,145
Borgharen,2000-07-10,198.15,145
Borgharen,2000-07-11,256.24,145
Borgharen,2000-07-12,333.82,145
Borgharen,2000-07-13,204.13,145
Borgharen,2000-07-14,277.73,145
Borgharen,2000-07-15,440.98,145
Borgharen,2000-07-16,517.29,145
Borgharen,2000-07-17,474.82,145
Borgharen,2000-07-18,318.98,145
Borgharen,2000-07-19,243.4,145
Borgharen,2000-07-20,203.01,145
Borgharen,2000-07-21,176.07,145
Borgharen,2000-07-22,129.11,145
Borgharen,2000-07-23,152.94,145
Borgharen,2000-07-24,133.83,145
Borgharen,2000-07-25,300.72,145
Borgharen,2000-07-26,329.86,145
Borgharen,2000-07-27,286.32,145
Borgharen,2000-07-28,360.33,145
Borgharen,2000-07-29,402.98,145
Borgharen,2000-07-30,392.76,145
Borgharen,2000-07-31,349.3,145
Borgharen,2000-08-01,250.69,147
Borgharen,2000-08-02,210.9,145
Borgharen,2000-08-03,205.28,145
Borgharen,2000-08-04,222.26,145
Borgharen,2000-08-05,209.13,145
Borgharen,2000-08-06,170.4,145
Borgharen,2000-08-07,124.12,145
Borgharen,2000-08-08,137.93,145
Borgharen,2000-08-09,115.93,145
Borgharen,2000-08-10,125.48,145
Borgharen,2000-08-11,92.98,145
Borgharen,2000-08-12,105.84,145
Borgharen,2000-08-13,114.59,145
Borgharen,2000-08-14,80.92,145
Borgharen,2000-08-15,100.99,145
Borgharen,2000-08-16,81.7,145
Borgharen,2000-08-17,97.94,145
Borgharen,2000-08-18,64.04,145
Borgharen,2000-08-19,126.66,145
Borgharen,2000-08-20,144.57,145
Borgharen,2000-08-21,185.47,145
Borgharen,2000-08-22,184.15,145
Borgharen,2000-08-23,151.71,145
Borgharen,2000-08-24,80.08,145
Borgharen,2000-08-25,74.66,145
Borgharen,2000-08-26,82.58,145
Borgharen,2000-08-27,112.04,145
Borgharen,2000-08-28,86.15,145
Borgharen,2000-08-29,61.23,145
Borgharen,2000-08-30,60.27,145
Borgharen,2000-08-31,49.71,145
Borgharen,2000-09-01,53.69,147
Borgharen,2000-09-02,85.0,145
Borgharen,2000-09-03,124.88,145
Borgharen,2000-09-04,76.46,145
Borgharen,2000-09-05,79.26,145
Borgharen,2000-09-06,81.48,145
Borgharen,2000-09-07,79.2,145
Borgharen,2000-09-08,66.22,145
Borgharen,2000-09-09,89.83,145
Borgharen,2000-09-10,102.45,145
Borgharen,2000-09-11,66.27,145
Borgharen,2000-09-12,50.27,145
Borgharen,2000-09-13,39.66,145
Borgharen,2000-09-14,47.42,145
Borgharen,2000-09-15,41.03,145
Borgharen,2000-09-16,112.14,145
Borgharen,2000-09-17,298.1,145
Borgharen,2000-09-18,207.03,145
Borgharen,2000-09-19,120.23,145
Borgharen,2000-09-20,107.12,145
Borgharen,2000-09-21,85.8,145
Borgharen,2000-09-22,72.08,145
Borgharen,2000-09-23,63.22,145
Borgharen,2000-09-24,89.7,145
Borgharen,2000-09-25,68.49,145
Borgharen,2000-09-26,43.57,145
Borgharen,2000-09-27,49.98,145
Borgharen,2000-09-28,43.46,145
Borgharen,2000-09-29,66.62,145
Borgharen,2000-09-30,69.38,145
Borgharen,2000-10-01,128.31,147
Borgharen,2000-10-02,110.94,145
Borgharen,2000-10-03,89.21,145
Borgharen,2000-10-04,73.9,145
Borgharen,2000-10-05,83.62,145
Borgharen,2000-10-06,63.08,145
Borgharen,2000-10-07,46.37,145
Borgharen,2000-10-08,109.03,145
Borgharen,2000-10-09,103.69,145
Borgharen,2000-10-10,143.46,145
Borgharen,2000-10-11,293.53,145
Borgharen,2000-10-12,382.48,145
Borgharen,2000-10-13,243.09,145
Borgharen,2000-10-14,190.0,145
Borgharen,2000-10-15,214.33,145
Borgharen,2000-10-16,168.62,145
Borgharen,2000-10-17,205.62,145
Borgharen,2000-10-18,202.42,145
Borgharen,2000-10-19,239.62,145
Borgharen,2000-10-20,365.21,145
Borgharen,2000-10-21,289.67,145
Borgharen,2000-10-22,250.22,145
Borgharen,2000-10-23,174.1,145
Borgharen,2000-10-24,160.58,145
Borgharen,2000-10-25,149.08,145
Borgharen,2000-10-26,147.21,145
Borgharen,2000-10-27,115.44,145
Borgharen,2000-10-28,146.83,145
Borgharen,2000-10-29,149.22,145
Borgharen,2000-10-30,145.99,145
Borgharen,2000-10-31,168.98,145
Borgharen,2000-11-01,227.58,147
Borgharen,2000-11-02,318.99,145
Borgharen,2000-11-03,318.97,145
Borgharen,2000-11-04,344.66,145
Borgharen,2000-11-05,351.76,145
Borgharen,2000-11-06,324.02,145
Borgharen,2000-11-07,399.21,145
Borgharen,2000-11-08,566.78,145
Borgharen,2000-11-09,739.7,145
Borgharen,2000-11-10,606.72,145
Borgharen,2000-11-11,541.33,145
Borgharen,2000-11-12,481.86,145
Borgharen,2000-11-13,496.73,145
Borgharen,2000-11-14,526.34,145
Borgharen,2000-11-15,468.8,145
Borgharen,2000-11-16,407.55,145
Borgharen,2000-11-17,411.26,145
Borgharen,2000-11-18,420.55,145
Borgharen,2000-11-19,389.77,145
Borgharen,2000-11-20,409.28,145
Borgharen,2000-11-21,420.6,145
Borgharen,2000-11-22,474.4,145
Borgharen,2000-11-23,526.16,145
Borgharen,2000-11-24,699.84,145
Borgharen,2000-11-25,727.51,145
Borgharen,2000-11-26,750.72,145
Borgharen,2000-11-27,786.23,145
Borgharen,2000-11-28,662.86,145
Borgharen,2000-11-29,595.1,145
Borgharen,2000-11-30,531.75,145
Borgharen,2000-12-01,486.02,147
Borgharen,2000-12-02,527.84,145
Borgharen,2000-12-03,531.39,145
Borgharen,2000-12-04,507.78,145
Borgharen,2000-12-05,457.64,145
Borgharen,2000-12-06,390.94,145
Borgharen,2000-12-07,389.04,145
Borgharen,2000-12-08,394.48,145
Borgharen,2000-12-09,390.89,145
Borgharen,2000-12-10,408.46,145
Borgharen,2000-12-11,416.08,145
Borgharen,2000-12-12,470.14,145
Borgharen,2000-12-13,575.94,145
Borgharen,2000-12-14,596.91,145
Borgharen,2000-12-15,783.87,145
Borgharen,2000-12-16,795.2,145
Borgharen,2000-12-17,698.6,145
Borgharen,2000-12-18,581.24,145
Borgharen,2000-12-19,547.64,145
Borgharen,2000-12-20,476.35,145
Borgharen,2000-12-21,442.55,145
Borgharen,2000-12-22,399.1,145
Borgharen,2000-12-23,356.89,145
Borgharen,2000-12-24,355.35,145
Borgharen,2000-12-25,341.73,145
Borgharen,2000-12-26,322.94,145
Borgharen,2000-12-27,334.82,145
Borgharen,2000-12-28,364.72,145
Borgharen,2000-12-29,380.57,145
Borgharen,2000-12-30,344.98,145
Borgharen,2000-12-31,329.66,145
Borgharen,2001-01-01,346.65,145
Borgharen,2001-01-02,515.78,145
Borgharen,2001-01-03,565.96,145
Borgharen,2001-01-04,565.99,145
Borgharen,2001-01-05,708.56,145
Borgharen,2001-01-06,1468.47,145
Borgharen,2001-01-07,1760.27,145
Borgharen,2001-01-08,1421.09,145
Borgharen,2001-01-09,1062.34,145
Borgharen,2001-01-10,905.53,145
Borgharen,2001-01-11,832.03,145
Borgharen,2001-01-12,722.38,145
Borgharen,2001-01-13,646.24,145
Borgharen,2001-01-14,589.47,145
Borgharen,2001-01-15,519.16,145
Borgharen,2001-01-16,441.08,145
Borgharen,2001-01-17,365.95,145
Borgharen,2001-01-18,335.9,145
Borgharen,2001-01-19,315.61,145
Borgharen,2001-01-20,287.82,145
Borgharen,2001-01-21,294.51,145
Borgharen,2001-01-22,405.75,145
Borgharen,2001-01-23,622.24,145
Borgharen,2001-01-24,737.48,145
Borgharen,2001-01-25,908.39,145
Borgharen,2001-01-26,828.19,145
Borgharen,2001-01-27,829.39,145
Borgharen,2001-01-28,909.67,145
Borgharen,2001-01-29,802.95,145
Borgharen,2001-01-30,724.96,145
Borgharen,2001-01-31,635.9,145
Borgharen,2001-02-01,552.57,147
Borgharen,2001-02-02,509.26,145
Borgharen,2001-02-03,514.7,145
Borgharen,2001-02-04,739.0,145
Borgharen,2001-02-05,858.41,145
Borgharen,2001-02-06,1069.97,145
Borgharen,2001-02-07,1155.21,145
Borgharen,2001-02-08,1231.68,145
Borgharen,2001-02-09,1170.13,145
Borgharen,2001-02-10,1029.02,145
Borgharen,2001-02-11,882.39,145
Borgharen,2001-02-12,798.4,145
Borgharen,2001-02-13,767.65,145
Borgharen,2001-02-14,706.05,145
Borgharen,2001-02-15,575.23,145
Borgharen,2001-02-16,497.0,145
Borgharen,2001-02-17,459.97,145
Borgharen,2001-02-18,443.48,145
Borgharen,2001-02-19,377.82,145
Borgharen,2001-02-20,337.19,145
Borgharen,2001-02-21,311.51,145
Borgharen,2001-02-22,325.11,145
Borgharen,2001-02-23,328.82,145
Borgharen,2001-02-24,327.71,145
Borgharen,2001-02-25,327.91,145
Borgharen,2001-02-26,296.66,145
Borgharen,2001-02-27,272.12,145
Borgharen,2001-02-28,268.52,145
Borgharen,2001-03-01,275.41,147
Borgharen,2001-03-02,261.85,145
Borgharen,2001-03-03,275.61,145
Borgharen,2001-03-04,303.31,145
Borgharen,2001-03-05,302.06,145
Borgharen,2001-03-06,310.94,145
Borgharen,2001-03-07,319.67,145
Borgharen,2001-03-08,346.59,145
Borgharen,2001-03-09,387.41,145
Borgharen,2001-03-10,420.82,145
Borgharen,2001-03-11,512.32,145
Borgharen,2001-03-12,557.17,145
Borgharen,2001-03-13,627.91,145
Borgharen,2001-03-14,690.71,145
Borgharen,2001-03-15,690.41,145
Borgharen,2001-03-16,736.58,145
Borgharen,2001-03-17,708.47,145
Borgharen,2001-03-18,706.53,145
Borgharen,2001-03-19,823.43,145
Borgharen,2001-03-20,788.42,145
Borgharen,2001-03-21,784.16,145
Borgharen,2001-03-22,1199.13,145
Borgharen,2001-03-23,1348.12,145
Borgharen,2001-03-24,1264.05,145
Borgharen,2001-03-25,1552.4,145
Borgharen,2001-03-26,1675.49,145
Borgharen,2001-03-27,1321.89,145
Borgharen,2001-03-28,1070.84,145
Borgharen,2001-03-29,1057.53,145
Borgharen,2001-03-30,1126.69,145
Borgharen,2001-03-31,1000.4,145
Borgharen,2001-04-01,879.66,147
Borgharen,2001-04-02,742.15,145
Borgharen,2001-04-03,671.41,145
Borgharen,2001-04-04,569.25,145
Borgharen,2001-04-05,594.35,145
Borgharen,2001-04-06,538.28,145
Borgharen,2001-04-07,602.15,145
Borgharen,2001-04-08,651.02,145
Borgharen,2001-04-09,536.92,145
Borgharen,2001-04-10,592.07,145
Borgharen,2001-04-11,698.92,145
Borgharen,2001-04-12,757.52,145
Borgharen,2001-04-13,649.98,145
Borgharen,2001-04-14,579.58,145
Borgharen,2001-04-15,755.16,145
Borgharen,2001-04-16,998.7,145
Borgharen,2001-04-17,927.07,145
Borgharen,2001-04-18,818.45,145
Borgharen,2001-04-19,794.98,145
Borgharen,2001-04-20,699.12,145
Borgharen,2001-04-21,663.68,145
Borgharen,2001-04-22,610.26,145
Borgharen,2001-04-23,556.52,145
Borgharen,2001-04-24,469.04,145
Borgharen,2001-04-25,449.23,145
Borgharen,2001-04-26,435.11,145
Borgharen,2001-04-27,539.02,145
Borgharen,2001-04-28,617.64,145
Borgharen,2001-04-29,753.15,145
Borgharen,2001-04-30,712.71,145
Borgharen,2001-05-01,643.85,147
Borgharen,2001-05-02,545.33,145
Borgharen,2001-05-03,538.36,145
Borgharen,2001-05-04,456.04,145
Borgharen,2001-05-05,406.66,145
Borgharen,2001-05-06,392.0,145
Borgharen,2001-05-07,346.55,145
Borgharen,2001-05-08,303.03,145
Borgharen,2001-05-09,300.89,145
Borgharen,2001-05-10,292.15,145
Borgharen,2001-05-11,290.96,145
Borgharen,2001-05-12,261.94,145
Borgharen,2001-05-13,250.65,145
Borgharen,2001-05-14,238.27,145
Borgharen,2001-05-15,233.03,145
Borgharen,2001-05-16,231.53,145
Borgharen,2001-05-17,238.09,145
Borgharen,2001-05-18,223.92,145
Borgharen,2001-05-19,193.5,145
Borgharen,2001-05-20,212.95,145
Borgharen,2001-05-21,199.46,145
Borgharen,2001-05-22,180.98,145
Borgharen,2001-05-23,196.42,145
Borgharen,2001-05-24,148.19,145
Borgharen,2001-05-25,149.53,145
Borgharen,2001-05-26,138.26,145
Borgharen,2001-05-27,156.58,145
Borgharen,2001-05-28,114.52,145
Borgharen,2001-05-29,122.12,145
Borgharen,2001-05-30,109.77,145
Borgharen,2001-05-31,93.31,145
Borgharen,2001-06-01,103.07,147
Borgharen,2001-06-02,100.94,145
Borgharen,2001-06-03,132.9,145
Borgharen,2001-06-04,124.11,145
Borgharen,2001-06-05,98.15,145
Borgharen,2001-06-06,86.18,145
Borgharen,2001-06-07,74.33,145
Borgharen,2001-06-08,97.32,145
Borgharen,2001-06-09,105.41,145
Borgharen,2001-06-10,106.07,145
Borgharen,2001-06-11,107.11,145
Borgharen,2001-06-12,78.13,145
Borgharen,2001-06-13,69.16,145
Borgharen,2001-06-14,68.93,145
Borgharen,2001-06-15,81.68,145
Borgharen,2001-06-16,75.8,145
Borgharen,2001-06-17,120.24,145
Borgharen,2001-06-18,135.32,145
Borgharen,2001-06-19,112.34,145
Borgharen,2001-06-20,88.22,145
Borgharen,2001-06-21,79.93,145
Borgharen,2001-06-22,57.66,145
Borgharen,2001-06-23,67.79,145
Borgharen,2001-06-24,81.73,145
Borgharen,2001-06-25,62.63,145
Borgharen,2001-06-26,48.86,145
Borgharen,2001-06-27,41.34,145
Borgharen,2001-06-28,43.47,145
Borgharen,2001-06-29,47.73,145
Borgharen,2001-06-30,58.73,145
Borgharen,2001-07-01,88.62,147
Borgharen,2001-07-02,41.2,145
Borgharen,2001-07-03,36.04,145
Borgharen,2001-07-04,23.43,145
Borgharen,2001-07-05,43.18,145
Borgharen,2001-07-06,37.04,145
Borgharen,2001-07-07,85.66,145
Borgharen,2001-07-08,89.89,145
Borgharen,2001-07-09,55.47,145
Borgharen,2001-07-10,46.57,145
Borgharen,2001-07-11,51.65,145
Borgharen,2001-07-12,29.95,145
Borgharen,2001-07-13,44.94,145
Borgharen,2001-07-14,100.18,145
Borgharen,2001-07-15,146.27,145
Borgharen,2001-07-16,90.49,145
Borgharen,2001-07-17,70.28,145
Borgharen,2001-07-18,66.46,145
Borgharen,2001-07-19,108.94,145
Borgharen,2001-07-20,128.13,145
Borgharen,2001-07-21,114.88,145
Borgharen,2001-07-22,103.2,145
Borgharen,2001-07-23,85.23,145
Borgharen,2001-07-24,53.77,145
Borgharen,2001-07-25,42.33,145
Borgharen,2001-07-26,46.36,145
Borgharen,2001-07-27,61.3,145
Borgharen,2001-07-28,57.13,145
Borgharen,2001-07-29,65.72,145
Borgharen,2001-07-30,50.03,145
Borgharen,2001-07-31,24.43,145
Borgharen,2001-08-01,32.28,147
Borgharen,2001-08-02,23.15,145
Borgharen,2001-08-03,55.77,145
Borgharen,2001-08-04,54.54,145
Borgharen,2001-08-05,82.66,145
Borgharen,2001-08-06,48.9,145
Borgharen,2001-08-07,33.57,145
Borgharen,2001-08-08,89.48,145
Borgharen,2001-08-09,127.22,145
Borgharen,2001-08-10,83.24,145
Borgharen,2001-08-11,68.99,145
Borgharen,2001-08-12,58.12,145
Borgharen,2001-08-13,46.01,145
Borgharen,2001-08-14,28.29,145
Borgharen,2001-08-15,43.32,145
Borgharen,2001-08-16,40.48,145
Borgharen,2001-08-17,20.33,145
Borgharen,2001-08-18,32.06,145
Borgharen,2001-08-19,51.01,145
Borgharen,2001-08-20,30.89,145
Borgharen,2001-08-21,19.75,145
Borgharen,2001-08-22,21.46,145
Borgharen,2001-08-23,33.79,145
Borgharen,2001-08-24,11.49,145
Borgharen,2001-08-25,11.43,145
Borgharen,2001-08-26,39.75,145
Borgharen,2001-08-27,28.03,145
Borgharen,2001-08-28,11.42,145
Borgharen,2001-08-29,10.97,145
Borgharen,2001-08-30,10.86,145
Borgharen,2001-08-31,10.79,145
Borgharen,2001-09-01,11.34,147
Borgharen,2001-09-02,55.17,145
Borgharen,2001-09-03,54.03,145
Borgharen,2001-09-04,44.3,145
Borgharen,2001-09-05,44.17,145
Borgharen,2001-09-06,122.12,145
Borgharen,2001-09-07,98.97,145
Borgharen,2001-09-08,75.27,145
Borgharen,2001-09-09,143.58,145
Borgharen,2001-09-10,123.18,145
Borgharen,2001-09-11,85.47,145
Borgharen,2001-09-12,87.86,145
Borgharen,2001-09-13,107.37,145
Borgharen,2001-09-14,111.84,145
Borgharen,2001-09-15,102.66,145
Borgharen,2001-09-16,208.73,145
Borgharen,2001-09-17,182.47,145
Borgharen,2001-09-18,264.06,145
Borgharen,2001-09-19,245.56,145
Borgharen,2001-09-20,466.64,145
Borgharen,2001-09-21,442.54,145
Borgharen,2001-09-22,369.38,145
Borgharen,2001-09-23,421.3,145
Borgharen,2001-09-24,276.71,145
Borgharen,2001-09-25,209.21,145
Borgharen,2001-09-26,202.86,145
Borgharen,2001-09-27,178.98,145
Borgharen,2001-09-28,168.18,145
Borgharen,2001-09-29,143.47,145
Borgharen,2001-09-30,160.24,145
Borgharen,2001-10-01,159.2,147
Borgharen,2001-10-02,156.25,145
Borgharen,2001-10-03,191.38,145
Borgharen,2001-10-04,240.33,145
Borgharen,2001-10-05,267.12,145
Borgharen,2001-10-06,248.49,145
Borgharen,2001-10-07,257.32,145
Borgharen,2001-10-08,203.95,145
Borgharen,2001-10-09,222.57,145
Borgharen,2001-10-10,189.77,145
Borgharen,2001-10-11,138.29,145
Borgharen,2001-10-12,126.94,145
Borgharen,2001-10-13,55.3,145
Borgharen,2001-10-14,126.68,145
Borgharen,2001-10-15,73.36,145
Borgharen,2001-10-16,112.09,145
Borgharen,2001-10-17,93.99,145
Borgharen,2001-10-18,88.94,145
Borgharen,2001-10-19,102.51,145
Borgharen,2001-10-20,97.63,145
Borgharen,2001-10-21,126.5,145
Borgharen,2001-10-22,93.52,145
Borgharen,2001-10-23,86.33,145
Borgharen,2001-10-24,102.86,145
Borgharen,2001-10-25,122.57,145
Borgharen,2001-10-26,115.35,145
Borgharen,2001-10-27,141.19,145
Borgharen,2001-10-28,163.36,145
Borgharen,2001-10-29,118.56,145
Borgharen,2001-10-30,105.25,145
Borgharen,2001-10-31,113.46,145
Borgharen,2001-11-01,115.43,147
Borgharen,2001-11-02,77.5,145
Borgharen,2001-11-03,95.36,145
Borgharen,2001-11-04,102.44,145
Borgharen,2001-11-05,94.84,145
Borgharen,2001-11-06,72.56,145
Borgharen,2001-11-07,86.86,145
Borgharen,2001-11-08,328.44,145
Borgharen,2001-11-09,745.44,145
Borgharen,2001-11-10,591.21,145
Borgharen,2001-11-11,461.53,145
Borgharen,2001-11-12,372.55,145
Borgharen,2001-11-13,355.42,145
Borgharen,2001-11-14,330.4,145
Borgharen,2001-11-15,292.52,145
Borgharen,2001-11-16,231.12,145
Borgharen,2001-11-17,213.3,145
Borgharen,2001-11-18,225.59,145
Borgharen,2001-11-19,185.4,145
Borgharen,2001-11-20,159.4,145
Borgharen,2001-11-21,140.18,145
Borgharen,2001-11-22,177.61,145
Borgharen,2001-11-23,244.27,145
Borgharen,2001-11-24,244.94,145
Borgharen,2001-11-25,317.59,145
Borgharen,2001-11-26,364.15,145
Borgharen,2001-11-27,500.11,145
Borgharen,2001-11-28,454.83,145
Borgharen,2001-11-29,432.57,145
Borgharen,2001-11-30,632.47,145
Borgharen,2001-12-01,924.92,147
Borgharen,2001-12-02,853.99,145
Borgharen,2001-12-03,707.91,145
Borgharen,2001-12-04,587.25,145
Borgharen,2001-12-05,584.7,145
Borgharen,2001-12-06,579.14,145
Borgharen,2001-12-07,565.45,145
Borgharen,2001-12-08,478.59,145
Borgharen,2001-12-09,448.55,145
Borgharen,2001-12-10,367.12,145
Borgharen,2001-12-11,338.35,145
Borgharen,2001-12-12,295.54,145
Borgharen,2001-12-13,269.41,145
Borgharen,2001-12-14,236.97,145
Borgharen,2001-12-15,235.41,145
Borgharen,2001-12-16,213.39,145
Borgharen,2001-12-17,183.66,145
Borgharen,2001-12-18,159.88,145
Borgharen,2001-12-19,172.76,145
Borgharen,2001-12-20,157.62,145
Borgharen,2001-12-21,186.27,145
Borgharen,2001-12-22,237.6,145
Borgharen,2001-12-23,259.08,145
Borgharen,2001-12-24,194.67,145
Borgharen,2001-12-25,380.05,145
Borgharen,2001-12-26,752.16,145
Borgharen,2001-12-27,555.75,145
Borgharen,2001-12-28,530.69,145
Borgharen,2001-12-29,771.63,145
Borgharen,2001-12-30,777.58,145
Borgharen,2001-12-31,677.11,145
Borgharen,2002-01-01,606.89,145
Borgharen,2002-01-02,563.27,145
Borgharen,2002-01-03,496.73,145
