station,date,q_daily_mean_m3s,n_samples
Eijsden,2014-04-06,108.75,145
Eijsden,2014-04-07,88.26,145
Eijsden,2014-04-08,93.64,145
Eijsden,2014-04-09,83.52,145
Eijsden,2014-04-10,80.45,145
Eijsden,2014-04-11,88.23,145
Eijsden,2014-04-12,91.72,145
Eijsden,2014-04-13,94.27,145
Eijsden,2014-04-14,69.68,145
Eijsden,2014-04-15,79.07,145
Eijsden,2014-04-16,67.86,145
Eijsden,2014-04-17,71.44,145
Eijsden,2014-04-18,79.48,145
Eijsden,2014-04-19,78.04,145
Eijsden,2014-04-20,86.14,145
Eijsden,2014-04-21,88.72,145
Eijsden,2014-04-22,80.62,145
Eijsden,2014-04-23,75.99,145
Eijsden,2014-04-24,73.62,145
Eijsden,2014-04-25,84.49,145
Eijsden,2014-04-26,73.89,145
Eijsden,2014-04-27,71.25,145
Eijsden,2014-04-28,78.71,145
Eijsden,2014-04-29,69.86,145
Eijsden,2014-04-30,63.02,145
Eijsden,2014-05-01,82.32,147
Eijsden,2014-05-02,75.26,145
Eijsden,2014-05-03,71.73,145
Eijsden,2014-05-04,77.94,145
Eijsden,2014-05-05,66.27,145
Eijsden,2014-05-06,70.11,145
Eijsden,2014-05-07,121.58,145
Eijsden,2014-05-08,100.36,145
Eijsden,2014-05-09,100.62,145
Eijsden,2014-05-10,126.66,145
Eijsden,2014-05-11,143.61,145
Eijsden,2014-05-12,128.76,145
Eijsden,2014-05-13,110.38,145
Eijsden,2014-05-14,126.09,145
Eijsden,2014-05-15,110.79,145
Eijsden,2014-05-16,80.26,145
Eijsden,2014-05-17,87.66,145
Eijsden,2014-05-18,96.2,145
Eijsden,2014-05-19,65.84,145
Eijsden,2014-05-20,70.02,145
Eijsden,2014-05-21,80.06,145
Eijsden,2014-05-22,70.97,145
Eijsden,2014-05-23,70.64,145
Eijsden,2014-05-24,77.96,145
Eijsden,2014-05-25,68.74,145
Eijsden,2014-05-26,71.69,145
Eijsden,2014-05-27,73.02,145
Eijsden,2014-05-28,68.51,145
Eijsden,2014-05-29,70.23,145
Eijsden,2014-05-30,55.74,145
Eijsden,2014-05-31,57.83,145
Eijsden,2014-06-01,69.8,147
Eijsden,2014-06-02,62.24,145
Eijsden,2014-06-03,48.27,145
Eijsden,2014-06-04,59.5,145
Eijsden,2014-06-05,69.54,145
Eijsden,2014-06-06,67.44,145
Eijsden,2014-06-07,65.13,145
Eijsden,2014-06-08,70.74,145
Eijsden,2014-06-09,92.22,145
Eijsden,2014-06-10,135.54,145
Eijsden,2014-06-11,110.8,145
Eijsden,2014-06-12,90.82,145
Eijsden,2014-06-13,80.46,145
Eijsden,2014-06-14,85.25,145
Eijsden,2014-06-15,70.16,145
Eijsden,2014-06-16,45.65,145
Eijsden,2014-06-17,56.32,145
Eijsden,2014-06-18,45.69,145
Eijsden,2014-06-19,37.53,145
Eijsden,2014-06-20,29.75,145
Eijsden,2014-06-21,62.14,145
Eijsden,2014-06-22,41.65,145
Eijsden,2014-06-23,35.67,145
Eijsden,2014-06-24,30.8,145
Eijsden,2014-06-25,37.26,145
Eijsden,2014-06-26,36.52,145
Eijsden,2014-06-27,45.22,145
Eijsden,2014-06-28,70.22,145
Eijsden,2014-06-29,76.04,145
Eijsden,2014-06-30,57.87,145
Eijsden,2014-07-01,53.52,147
Eijsden,2014-07-02,54.97,145
Eijsden,2014-07-03,52.04,145
Eijsden,2014-07-04,39.05,145
Eijsden,2014-07-05,48.52,145
Eijsden,2014-07-06,62.21,145
Eijsden,2014-07-07,58.01,145
Eijsden,2014-07-08,92.88,145
Eijsden,2014-07-09,243.54,145
Eijsden,2014-07-10,498.85,145
Eijsden,2014-07-11,303.13,145
Eijsden,2014-07-12,185.13,145
Eijsden,2014-07-13,175.81,145
Eijsden,2014-07-14,150.32,145
Eijsden,2014-07-15,125.0,145
Eijsden,2014-07-16,105.83,145
Eijsden,2014-07-17,82.22,145
Eijsden,2014-07-18,80.72,145
Eijsden,2014-07-19,77.8,145
Eijsden,2014-07-20,82.4,145
Eijsden,2014-07-21,76.22,145
Eijsden,2014-07-22,76.05,145
Eijsden,2014-07-23,71.22,145
Eijsden,2014-07-24,65.64,145
Eijsden,2014-07-25,59.54,145
Eijsden,2014-07-26,66.99,145
Eijsden,2014-07-27,59.61,145
Eijsden,2014-07-28,74.32,145
Eijsden,2014-07-29,83.78,145
Eijsden,2014-07-30,103.18,145
Eijsden,2014-07-31,67.83,145
Eijsden,2014-08-01,68.53,147
Eijsden,2014-08-02,65.05,145
Eijsden,2014-08-03,74.87,145
Eijsden,2014-08-04,86.63,145
Eijsden,2014-08-05,79.58,145
Eijsden,2014-08-06,80.29,145
Eijsden,2014-08-07,82.69,145
Eijsden,2014-08-08,106.17,145
Eijsden,2014-08-09,121.7,145
Eijsden,2014-08-10,129.86,145
Eijsden,2014-08-11,128.56,145
Eijsden,2014-08-12,155.33,145
Eijsden,2014-08-13,120.0,145
Eijsden,2014-08-14,122.42,145
Eijsden,2014-08-15,152.23,145
Eijsden,2014-08-16,135.66,145
Eijsden,2014-08-17,167.34,145
Eijsden,2014-08-18,131.11,145
Eijsden,2014-08-19,122.67,145
Eijsden,2014-08-20,88.78,145
Eijsden,2014-08-21,76.09,145
Eijsden,2014-08-22,89.83,145
Eijsden,2014-08-23,81.91,145
Eijsden,2014-08-24,89.89,145
Eijsden,2014-08-25,70.88,145
Eijsden,2014-08-26,277.19,145
Eijsden,2014-08-27,371.15,145
Eijsden,2014-08-28,181.01,145
Eijsden,2014-08-29,177.53,145
Eijsden,2014-08-30,148.24,145
Eijsden,2014-08-31,150.99,145
Eijsden,2014-09-01,133.85,147
Eijsden,2014-09-02,122.11,145
Eijsden,2014-09-03,105.03,145
Eijsden,2014-09-04,105.87,145
Eijsden,2014-09-05,95.41,145
Eijsden,2014-09-06,84.25,145
Eijsden,2014-09-07,107.18,145
Eijsden,2014-09-08,73.41,145
Eijsden,2014-09-09,73.69,145
Eijsden,2014-09-10,70.76,145
Eijsden,2014-09-11,67.14,145
Eijsden,2014-09-12,71.06,145
Eijsden,2014-09-13,69.57,145
Eijsden,2014-09-14,72.91,145
Eijsden,2014-09-15,67.76,145
Eijsden,2014-09-16,57.23,145
Eijsden,2014-09-17,60.0,145
Eijsden,2014-09-18,86.32,145
Eijsden,2014-09-19,72.43,145
Eijsden,2014-09-20,70.55,145
Eijsden,2014-09-21,358.18,145
Eijsden,2014-09-22,178.86,145
Eijsden,2014-09-23,104.4,145
Eijsden,2014-09-24,95.07,145
Eijsden,2014-09-25,94.27,145
Eijsden,2014-09-26,80.7,145
Eijsden,2014-09-27,75.06,145
Eijsden,2014-09-28,86.4,145
Eijsden,2014-09-29,60.83,145
Eijsden,2014-09-30,72.98,145
Eijsden,2014-10-01,76.51,147
Eijsden,2014-10-02,48.0,145
Eijsden,2014-10-03,57.19,145
Eijsden,2014-10-04,66.2,145
Eijsden,2014-10-05,86.82,145
Eijsden,2014-10-06,64.39,145
Eijsden,2014-10-07,96.97,145
Eijsden,2014-10-08,94.77,145
Eijsden,2014-10-09,284.52,145
Eijsden,2014-10-10,240.75,145
Eijsden,2014-10-11,225.88,145
Eijsden,2014-10-12,190.21,145
Eijsden,2014-10-13,134.35,145
Eijsden,2014-10-14,120.48,145
Eijsden,2014-10-15,128.02,145
Eijsden,2014-10-16,126.25,145
Eijsden,2014-10-17,171.07,145
Eijsden,2014-10-18,202.24,145
Eijsden,2014-10-19,195.95,145
Eijsden,2014-10-20,176.92,145
Eijsden,2014-10-21,155.82,145
Eijsden,2014-10-22,187.42,145
Eijsden,2014-10-23,158.19,145
Eijsden,2014-10-24,141.37,145
Eijsden,2014-10-25,143.66,145
Eijsden,2014-10-26,162.58,145
Eijsden,2014-10-27,136.14,145
Eijsden,2014-10-28,117.76,145
Eijsden,2014-10-29,127.52,145
Eijsden,2014-10-30,106.21,145
Eijsden,2014-10-31,98.01,145
Eijsden,2014-11-01,121.22,147
Eijsden,2014-11-02,109.26,145
Eijsden,2014-11-03,111.8,145
Eijsden,2014-11-04,161.55,145
Eijsden,2014-11-05,233.66,145
Eijsden,2014-11-06,229.45,145
Eijsden,2014-11-07,204.4,145
Eijsden,2014-11-08,205.61,145
Eijsden,2014-11-09,221.86,145
Eijsden,2014-11-10,202.08,145
Eijsden,2014-11-11,203.19,145
Eijsden,2014-11-12,212.02,145
Eijsden,2014-11-13,208.37,145
Eijsden,2014-11-14,194.29,145
Eijsden,2014-11-15,201.89,145
Eijsden,2014-11-16,257.6,145
Eijsden,2014-11-17,226.91,145
Eijsden,2014-11-18,226.97,145
Eijsden,2014-11-19,190.16,145
Eijsden,2014-11-20,184.8,145
Eijsden,2014-11-21,168.84,145
Eijsden,2014-11-22,140.53,145
Eijsden,2014-11-23,188.91,145
Eijsden,2014-11-24,149.11,145
Eijsden,2014-11-25,125.9,145
Eijsden,2014-11-26,120.02,145
Eijsden,2014-11-27,124.0,145
Eijsden,2014-11-28,129.73,145
Eijsden,2014-11-29,125.08,145
Eijsden,2014-11-30,131.57,145
Eijsden,2014-12-01,116.3,147
Eijsden,2014-12-02,107.65,145
Eijsden,2014-12-03,111.31,145
Eijsden,2014-12-04,100.86,145
Eijsden,2014-12-05,87.53,145
Eijsden,2014-12-06,100.8,145
Eijsden,2014-12-07,103.54,145
Eijsden,2014-12-08,121.05,145
Eijsden,2014-12-09,115.63,145
Eijsden,2014-12-10,130.0,145
Eijsden,2014-12-11,166.04,145
Eijsden,2014-12-12,315.85,145
Eijsden,2014-12-13,848.31,145
Eijsden,2014-12-14,983.8,145
Eijsden,2014-12-15,748.46,145
Eijsden,2014-12-16,626.65,145
Eijsden,2014-12-17,509.41,145
Eijsden,2014-12-18,539.96,145
Eijsden,2014-12-19,626.08,145
Eijsden,2014-12-20,935.26,145
Eijsden,2014-12-21,799.81,145
Eijsden,2014-12-22,647.7,145
Eijsden,2014-12-23,563.24,145
Eijsden,2014-12-24,503.12,145
Eijsden,2014-12-25,523.91,145
Eijsden,2014-12-26,491.57,145
Eijsden,2014-12-27,533.64,145
Eijsden,2014-12-28,626.63,145
Eijsden,2014-12-29,551.98,145
Eijsden,2014-12-30,470.62,145
Eijsden,2014-12-31,446.24,145
Eijsden,2015-01-01,438.08,145
Eijsden,2015-01-02,410.89,145
Eijsden,2015-01-03,457.8,145
Eijsden,2015-01-04,728.34,145
Eijsden,2015-01-05,666.19,145
Eijsden,2015-01-06,605.52,145
Eijsden,2015-01-07,516.1,145
Eijsden,2015-01-08,593.77,145
Eijsden,2015-01-09,924.54,145
Eijsden,2015-01-10,943.71,145
Eijsden,2015-01-11,897.41,145
Eijsden,2015-01-12,787.26,145
Eijsden,2015-01-13,689.03,145
Eijsden,2015-01-14,648.99,145
Eijsden,2015-01-15,634.63,145
Eijsden,2015-01-16,795.15,145
Eijsden,2015-01-17,735.52,145
Eijsden,2015-01-18,700.9,145
Eijsden,2015-01-19,591.3,145
Eijsden,2015-01-20,537.58,145
Eijsden,2015-01-21,491.59,145
Eijsden,2015-01-22,436.19,145
Eijsden,2015-01-23,409.53,145
Eijsden,2015-01-24,397.83,145
Eijsden,2015-01-25,393.3,145
Eijsden,2015-01-26,377.37,145
Eijsden,2015-01-27,496.59,145
Eijsden,2015-01-28,468.72,145
Eijsden,2015-01-29,530.31,145
Eijsden,2015-01-30,659.3,145
Eijsden,2015-01-31,679.45,145
Eijsden,2015-02-01,631.76,147
Eijsden,2015-02-02,671.29,145
Eijsden,2015-02-03,618.12,145
Eijsden,2015-02-04,565.92,145
Eijsden,2015-02-05,491.48,145
Eijsden,2015-02-06,435.06,145
Eijsden,2015-02-07,412.97,145
Eijsden,2015-02-08,387.05,145
Eijsden,2015-02-09,341.99,145
Eijsden,2015-02-10,297.12,145
Eijsden,2015-02-11,305.92,145
Eijsden,2015-02-12,288.29,145
Eijsden,2015-02-13,291.04,145
Eijsden,2015-02-14,291.76,145
Eijsden,2015-02-15,328.77,145
Eijsden,2015-02-16,321.92,145
Eijsden,2015-02-17,302.84,145
Eijsden,2015-02-18,282.85,145
Eijsden,2015-02-19,267.53,145
Eijsden,2015-02-20,268.36,145
Eijsden,2015-02-21,484.82,145
Eijsden,2015-02-22,624.88,145
Eijsden,2015-02-23,643.91,145
Eijsden,2015-02-24,718.85,145
Eijsden,2015-02-25,665.75,145
Eijsden,2015-02-26,701.53,145
Eijsden,2015-02-27,754.63,145
Eijsden,2015-02-28,700.36,145
Eijsden,2015-03-01,672.04,147
Eijsden,2015-03-02,600.9,145
Eijsden,2015-03-03,529.58,145
Eijsden,2015-03-04,539.89,145
Eijsden,2015-03-05,479.12,145
Eijsden,2015-03-06,451.07,145
Eijsden,2015-03-07,413.82,145
Eijsden,2015-03-08,397.26,145
Eijsden,2015-03-09,346.59,145
Eijsden,2015-03-10,316.34,145
Eijsden,2015-03-11,291.34,145
Eijsden,2015-03-12,274.89,145
Eijsden,2015-03-13,259.02,145
Eijsden,2015-03-14,250.52,145
Eijsden,2015-03-15,248.33,145
Eijsden,2015-03-16,206.18,145
Eijsden,2015-03-17,209.08,145
Eijsden,2015-03-18,186.8,145
Eijsden,2015-03-19,193.75,145
Eijsden,2015-03-20,179.43,145
Eijsden,2015-03-21,162.4,145
Eijsden,2015-03-22,184.15,145
Eijsden,2015-03-23,167.66,145
Eijsden,2015-03-24,141.86,145
Eijsden,2015-03-25,188.96,145
Eijsden,2015-03-26,194.75,145
Eijsden,2015-03-27,176.29,145
Eijsden,2015-03-28,170.75,145
Eijsden,2015-03-29,221.7,145
Eijsden,2015-03-30,434.8,145
Eijsden,2015-03-31,428.85,145
Eijsden,2015-04-01,439.87,147
Eijsden,2015-04-02,548.36,145
Eijsden,2015-04-03,705.88,145
Eijsden,2015-04-04,570.01,145
Eijsden,2015-04-05,490.9,145
Eijsden,2015-04-06,416.09,145
Eijsden,2015-04-07,327.32,145
Eijsden,2015-04-08,305.12,145
Eijsden,2015-04-09,285.17,145
Eijsden,2015-04-10,259.16,145
Eijsden,2015-04-11,232.33,145
Eijsden,2015-04-12,235.84,145
Eijsden,2015-04-13,196.92,145
Eijsden,2015-04-14,201.56,145
Eijsden,2015-04-15,172.94,145
Eijsden,2015-04-16,162.1,145
Eijsden,2015-04-17,173.52,145
Eijsden,2015-04-18,158.33,145
Eijsden,2015-04-19,159.09,145
Eijsden,2015-04-20,144.26,145
Eijsden,2015-04-21,140.15,145
Eijsden,2015-04-22,142.88,145
Eijsden,2015-04-23,135.17,145
Eijsden,2015-04-24,126.17,145
Eijsden,2015-04-25,134.72,145
Eijsden,2015-04-26,188.18,145
Eijsden,2015-04-27,142.55,145
Eijsden,2015-04-28,138.64,145
Eijsden,2015-04-29,115.1,145
Eijsden,2015-04-30,136.0,145
Eijsden,2015-05-01,169.37,147
Eijsden,2015-05-02,138.56,145
Eijsden,2015-05-03,154.9,145
Eijsden,2015-05-04,154.44,145
Eijsden,2015-05-05,231.43,145
Eijsden,2015-05-06,233.75,145
Eijsden,2015-05-07,204.98,145
Eijsden,2015-05-08,198.26,145
Eijsden,2015-05-09,173.45,145
Eijsden,2015-05-10,196.21,145
Eijsden,2015-05-11,173.55,145
Eijsden,2015-05-12,173.82,145
Eijsden,2015-05-13,133.8,145
Eijsden,2015-05-14,127.95,145
Eijsden,2015-05-15,124.7,145
Eijsden,2015-05-16,123.0,145
Eijsden,2015-05-17,134.78,145
Eijsden,2015-05-18,110.96,145
Eijsden,2015-05-19,105.23,145
Eijsden,2015-05-20,92.94,145
Eijsden,2015-05-21,95.71,145
Eijsden,2015-05-22,93.78,145
Eijsden,2015-05-23,95.33,145
Eijsden,2015-05-24,99.0,145
Eijsden,2015-05-25,108.92,145
Eijsden,2015-05-26,79.0,145
Eijsden,2015-05-27,69.85,145
Eijsden,2015-05-28,84.45,145
Eijsden,2015-05-29,79.19,145
Eijsden,2015-05-30,93.65,145
Eijsden,2015-05-31,89.07,145
Eijsden,2015-06-01,87.33,147
Eijsden,2015-06-02,74.36,145
Eijsden,2015-06-03,76.63,145
Eijsden,2015-06-04,80.66,145
Eijsden,2015-06-05,72.39,145
Eijsden,2015-06-06,91.03,145
Eijsden,2015-06-07,79.9,145
Eijsden,2015-06-08,69.61,145
Eijsden,2015-06-09,69.77,145
Eijsden,2015-06-10,62.16,145
Eijsden,2015-06-11,75.53,145
Eijsden,2015-06-12,65.29,145
Eijsden,2015-06-13,56.21,145
Eijsden,2015-06-14,72.78,145
Eijsden,2015-06-15,60.7,145
Eijsden,2015-06-16,56.66,145
Eijsden,2015-06-17,53.62,145
Eijsden,2015-06-18,70.86,145
Eijsden,2015-06-19,65.0,145
Eijsden,2015-06-20,65.94,145
Eijsden,2015-06-21,74.91,145
Eijsden,2015-06-22,131.42,145
Eijsden,2015-06-23,122.06,145
Eijsden,2015-06-24,88.06,145
Eijsden,2015-06-25,67.54,145
Eijsden,2015-06-26,71.53,145
Eijsden,2015-06-27,77.33,145
Eijsden,2015-06-28,83.82,145
Eijsden,2015-06-29,60.8,145
Eijsden,2015-06-30,46.21,145
Eijsden,2015-07-01,46.75,147
Eijsden,2015-07-02,42.76,145
Eijsden,2015-07-03,50.38,145
Eijsden,2015-07-04,51.16,145
Eijsden,2015-07-05,76.19,145
Eijsden,2015-07-06,38.6,145
Eijsden,2015-07-07,43.77,145
Eijsden,2015-07-08,48.21,145
Eijsden,2015-07-09,56.69,145
Eijsden,2015-07-10,52.01,145
Eijsden,2015-07-11,38.75,145
Eijsden,2015-07-12,51.8,145
Eijsden,2015-07-13,43.95,145
Eijsden,2015-07-14,35.17,145
Eijsden,2015-07-15,55.2,145
Eijsden,2015-07-16,52.21,145
Eijsden,2015-07-17,46.91,145
Eijsden,2015-07-18,60.29,145
Eijsden,2015-07-19,91.81,145
Eijsden,2015-07-20,51.58,145
Eijsden,2015-07-21,66.58,145
Eijsden,2015-07-22,63.06,145
Eijsden,2015-07-23,50.67,145
Eijsden,2015-07-24,57.21,145
Eijsden,2015-07-25,73.32,145
Eijsden,2015-07-26,55.88,145
Eijsden,2015-07-27,67.5,145
Eijsden,2015-07-28,71.33,145
Eijsden,2015-07-29,61.74,145
Eijsden,2015-07-30,64.83,145
Eijsden,2015-07-31,62.67,145
Eijsden,2015-08-01,55.51,147
Eijsden,2015-08-02,49.12,145
Eijsden,2015-08-03,54.81,145
Eijsden,2015-08-04,53.78,145
Eijsden,2015-08-05,53.85,145
Eijsden,2015-08-06,38.68,145
Eijsden,2015-08-07,64.09,145
Eijsden,2015-08-08,57.43,145
Eijsden,2015-08-09,44.5,145
Eijsden,2015-08-10,51.2,145
Eijsden,2015-08-11,55.28,145
Eijsden,2015-08-12,52.72,145
Eijsden,2015-08-13,53.27,145
Eijsden,2015-08-14,62.01,145
Eijsden,2015-08-15,158.3,145
Eijsden,2015-08-16,75.37,145
Eijsden,2015-08-17,66.8,145
Eijsden,2015-08-18,58.08,145
Eijsden,2015-08-19,36.8,145
Eijsden,2015-08-20,45.0,145
Eijsden,2015-08-21,47.94,145
Eijsden,2015-08-22,52.35,145
Eijsden,2015-08-23,55.42,145
Eijsden,2015-08-24,69.3,145
Eijsden,2015-08-25,47.95,145
Eijsden,2015-08-26,30.65,145
Eijsden,2015-08-27,77.48,145
Eijsden,2015-08-28,103.67,145
Eijsden,2015-08-29,82.21,145
Eijsden,2015-08-30,87.92,145
Eijsden,2015-08-31,68.85,145
Eijsden,2015-09-01,76.2,147
Eijsden,2015-09-02,78.29,145
Eijsden,2015-09-03,65.25,145
Eijsden,2015-09-04,66.83,145
Eijsden,2015-09-05,75.05,145
Eijsden,2015-09-06,86.41,145
Eijsden,2015-09-07,55.67,145
Eijsden,2015-09-08,46.97,145
Eijsden,2015-09-09,52.48,145
Eijsden,2015-09-10,43.33,145
Eijsden,2015-09-11,36.95,145
Eijsden,2015-09-12,44.51,145
Eijsden,2015-09-13,61.49,145
Eijsden,2015-09-14,70.66,145
Eijsden,2015-09-15,55.0,145
Eijsden,2015-09-16,105.1,145
Eijsden,2015-09-17,213.49,145
Eijsden,2015-09-18,176.76,145
Eijsden,2015-09-19,147.05,145
Eijsden,2015-09-20,139.65,145
Eijsden,2015-09-21,101.19,145
Eijsden,2015-09-22,108.91,145
Eijsden,2015-09-23,145.46,145
Eijsden,2015-09-24,130.8,145
Eijsden,2015-09-25,113.91,145
Eijsden,2015-09-26,107.05,145
Eijsden,2015-09-27,121.78,145
Eijsden,2015-09-28,91.64,145
Eijsden,2015-09-29,57.52,145
Eijsden,2015-09-30,68.91,145
Eijsden,2015-10-01,67.03,147
Eijsden,2015-10-02,66.64,145
Eijsden,2015-10-03,75.41,145
Eijsden,2015-10-04,75.67,145
Eijsden,2015-10-05,65.83,145
Eijsden,2015-10-06,79.81,145
Eijsden,2015-10-07,62.58,145
Eijsden,2015-10-08,74.55,145
Eijsden,2015-10-09,64.62,145
Eijsden,2015-10-10,74.26,145
Eijsden,2015-10-11,75.08,145
Eijsden,2015-10-12,67.22,145
Eijsden,2015-10-13,67.45,145
Eijsden,2015-10-14,63.93,145
Eijsden,2015-10-15,58.0,145
Eijsden,2015-10-16,64.59,145
Eijsden,2015-10-17,77.53,145
Eijsden,2015-10-18,73.25,145
Eijsden,2015-10-19,60.42,145
Eijsden,2015-10-20,59.71,145
Eijsden,2015-10-21,60.01,145
Eijsden,2015-10-22,65.96,145
Eijsden,2015-10-23,59.09,145
Eijsden,2015-10-24,59.62,145
Eijsden,2015-10-25,60.71,145
Eijsden,2015-10-26,58.49,145
Eijsden,2015-10-27,55.37,145
Eijsden,2015-10-28,54.08,145
Eijsden,2015-10-29,43.21,145
Eijsden,2015-10-30,46.37,145
Eijsden,2015-10-31,55.72,145
Eijsden,2015-11-01,64.91,147
Eijsden,2015-11-02,60.22,145
Eijsden,2015-11-03,44.84,145
Eijsden,2015-11-04,52.58,145
Eijsden,2015-11-05,54.76,145
Eijsden,2015-11-06,59.29,145
Eijsden,2015-11-07,53.4,145
Eijsden,2015-11-08,48.34,145
Eijsden,2015-11-09,65.1,145
Eijsden,2015-11-10,50.4,145
Eijsden,2015-11-11,47.65,145
Eijsden,2015-11-12,55.41,145
Eijsden,2015-11-13,47.38,145
Eijsden,2015-11-14,46.71,145
Eijsden,2015-11-15,56.45,145
Eijsden,2015-11-16,52.27,145
Eijsden,2015-11-17,99.4,145
Eijsden,2015-11-18,152.38,145
Eijsden,2015-11-19,186.44,145
Eijsden,2015-11-20,281.97,145
Eijsden,2015-11-21,385.44,145
Eijsden,2015-11-22,447.36,145
Eijsden,2015-11-23,316.43,145
Eijsden,2015-11-24,253.16,145
Eijsden,2015-11-25,234.33,145
Eijsden,2015-11-26,269.26,145
Eijsden,2015-11-27,233.23,145
Eijsden,2015-11-28,211.5,145
Eijsden,2015-11-29,244.66,145
Eijsden,2015-11-30,411.15,145
Eijsden,2015-12-01,667.25,147
Eijsden,2015-12-02,668.39,145
Eijsden,2015-12-03,525.47,145
Eijsden,2015-12-04,427.93,145
Eijsden,2015-12-05,356.29,145
Eijsden,2015-12-06,326.81,145
Eijsden,2015-12-07,255.76,145
Eijsden,2015-12-08,218.03,145
Eijsden,2015-12-09,220.65,145
Eijsden,2015-12-10,204.83,145
Eijsden,2015-12-11,230.03,145
Eijsden,2015-12-12,334.66,145
Eijsden,2015-12-13,350.64,145
Eijsden,2015-12-14,318.22,145
Eijsden,2015-12-15,249.56,145
Eijsden,2015-12-16,270.48,145
Eijsden,2015-12-17,293.84,145
Eijsden,2015-12-18,273.21,145
Eijsden,2015-12-19,261.97,145
Eijsden,2015-12-20,252.78,145
Eijsden,2015-12-21,221.08,145
Eijsden,2015-12-22,209.27,145
Eijsden,2015-12-23,260.23,145
Eijsden,2015-12-24,272.66,145
Eijsden,2015-12-25,279.85,145
Eijsden,2015-12-26,239.45,145
Eijsden,2015-12-27,224.16,145
Eijsden,2015-12-28,199.29,145
Eijsden,2015-12-29,164.32,145
Eijsden,2015-12-30,151.7,145
Eijsden,2015-12-31,156.18,145
Eijsden,2016-01-01,194.88,146
Eijsden,2016-01-02,160.45,146
Eijsden,2016-01-03,191.69,146
Eijsden,2016-01-04,295.06,146
Eijsden,2016-01-05,384.58,146
Eijsden,2016-01-06,361.88,146
Eijsden,2016-01-07,354.23,146
Eijsden,2016-01-08,443.09,146
Eijsden,2016-01-09,419.06,146
Eijsden,2016-01-10,422.32,146
Eijsden,2016-01-11,418.44,146
Eijsden,2016-01-12,536.21,146
Eijsden,2016-01-13,599.03,146
Eijsden,2016-01-14,615.53,146
Eijsden,2016-01-15,662.88,146
Eijsden,2016-01-16,684.0,146
Eijsden,2016-01-17,639.34,146
Eijsden,2016-01-18,545.09,146
Eijsden,2016-01-19,450.92,146
Eijsden,2016-01-20,399.22,146
Eijsden,2016-01-21,319.94,146
Eijsden,2016-01-22,304.29,146
Eijsden,2016-01-23,342.54,146
Eijsden,2016-01-24,416.04,146
Eijsden,2016-01-25,421.25,146
Eijsden,2016-01-26,403.65,146
Eijsden,2016-01-27,383.84,146
Eijsden,2016-01-28,385.04,146
Eijsden,2016-01-29,380.39,146
Eijsden,2016-01-30,399.25,146
Eijsden,2016-01-31,773.15,146
Eijsden,2016-02-01,692.21,148
Eijsden,2016-02-02,750.85,146
Eijsden,2016-02-03,771.9,146
Eijsden,2016-02-04,705.63,146
Eijsden,2016-02-05,726.42,146
Eijsden,2016-02-06,671.44,146
Eijsden,2016-02-07,645.83,146
Eijsden,2016-02-08,622.61,146
Eijsden,2016-02-09,850.75,146
Eijsden,2016-02-10,1152.23,146
Eijsden,2016-02-11,1046.15,146
Eijsden,2016-02-12,938.47,146
Eijsden,2016-02-13,792.98,146
Eijsden,2016-02-14,809.74,146
Eijsden,2016-02-15,695.49,146
Eijsden,2016-02-16,626.98,146
Eijsden,2016-02-17,596.47,146
Eijsden,2016-02-18,602.38,146
Eijsden,2016-02-19,578.16,146
Eijsden,2016-02-20,547.84,146
Eijsden,2016-02-21,842.11,146
Eijsden,2016-02-22,862.74,146
Eijsden,2016-02-23,1082.61,146
Eijsden,2016-02-24,1064.29,146
Eijsden,2016-02-25,908.91,146
Eijsden,2016-02-26,748.47,146
Eijsden,2016-02-27,662.3,146
Eijsden,2016-02-28,585.26,146
Eijsden,2016-02-29,505.84,146
Eijsden,2016-03-01,446.34,148
Eijsden,2016-03-02,427.32,146
Eijsden,2016-03-03,459.96,146
Eijsden,2016-03-04,464.77,146
Eijsden,2016-03-05,608.03,146
Eijsden,2016-03-06,621.56,146
Eijsden,2016-03-07,660.95,146
Eijsden,2016-03-08,633.0,146
Eijsden,2016-03-09,563.33,146
Eijsden,2016-03-10,523.1,146
Eijsden,2016-03-11,482.12,146
Eijsden,2016-03-12,448.34,146
Eijsden,2016-03-13,440.35,146
Eijsden,2016-03-14,408.18,146
Eijsden,2016-03-15,353.96,146
Eijsden,2016-03-16,317.73,146
Eijsden,2016-03-17,281.49,146
Eijsden,2016-03-18,271.05,146
Eijsden,2016-03-19,266.32,146
Eijsden,2016-03-20,271.96,146
Eijsden,2016-03-21,243.95,146
Eijsden,2016-03-22,223.97,146
Eijsden,2016-03-23,200.38,146
Eijsden,2016-03-24,194.65,146
Eijsden,2016-03-25,204.09,146
Eijsden,2016-03-26,205.76,146
Eijsden,2016-03-27,248.25,146
Eijsden,2016-03-28,244.15,146
Eijsden,2016-03-29,288.81,146
Eijsden,2016-03-30,256.39,146
Eijsden,2016-03-31,302.88,146
Eijsden,2016-04-01,567.59,148
Eijsden,2016-04-02,508.93,146
Eijsden,2016-04-03,443.25,146
Eijsden,2016-04-04,369.19,146
Eijsden,2016-04-05,336.1,146
Eijsden,2016-04-06,348.13,146
Eijsden,2016-04-07,310.21,146
Eijsden,2016-04-08,295.04,146
Eijsden,2016-04-09,280.02,146
