krw_code,station_name,x_rd,y_rd,lat,lon,year,Ntot_zomergem_mgL,Ptot_zomergem_mgL
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2011,1.02,0.098
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2012,1.09,0.112
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2013,1.03,0.115
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2014,1.18,0.12
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2015,1.15,0.117
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2016,1.27,0.118
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2017,1.06,0.091
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2018,0.97,0.09
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2019,0.9,0.088
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2020,0.82,0.087
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2021,0.82,0.087
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2022,0.82,0.087
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2023,1.3,0.13
NL02L1,Linde en Noordwoldervaart,203138.7024322254,544740.3616688021,52.88764984885095,6.10241567995934,2024,1.4,0.14
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1990,3.4,0.403
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1991,4.36,0.435
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1992,4.66,0.456
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1993,4.87,0.453
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1994,4.87,0.448
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1995,4.55,0.387
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1996,4.76,0.344
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1997,4.19,0.281
NL02L10a,Zuidoost Friesland - vaarten met recreatievaart,199026.88291742367,557873.0801997173,53.00600855366838,6.043103202354417,1998,5.05,0.299
