locationId,parameter,date,value_mgL,units
NL02_0079,Ptot,1990-02-07,0.31,mg/l
NL02_0079,Ptot,1990-03-07,0.23,mg/l
NL02_0079,Ptot,1990-04-11,0.25,mg/l
NL02_0079,Ptot,1990-05-10,0.12,mg/l
NL02_0079,Ptot,1990-06-08,0.22,mg/l
NL02_0079,Ptot,1990-07-25,0.1,mg/l
NL02_0079,Ptot,1990-08-08,0.14,mg/l
NL02_0079,Ptot,1990-09-19,0.11,mg/l
NL02_0079,Ptot,1990-10-10,0.11,mg/l
NL02_0079,Ptot,1990-11-13,0.24,mg/l
NL02_0079,Ptot,1990-12-10,0.25,mg/l
NL02_0079,Ptot,1991-01-09,0.28,mg/l
NL02_0079,Ptot,1991-02-11,0.26,mg/l
NL02_0079,Ptot,1991-03-06,0.17,mg/l
NL02_0079,Ptot,1991-04-08,0.22,mg/l
NL02_0079,Ptot,1991-05-07,0.27,mg/l
NL02_0079,Ptot,1991-06-19,0.14,mg/l
NL02_0079,Ptot,1991-07-10,0.25,mg/l
NL02_0079,Ptot,1991-08-13,0.27,mg/l
NL02_0079,Ptot,1991-09-05,0.07,mg/l
NL02_0079,Ptot,1991-10-08,0.19,mg/l
NL02_0079,Ptot,1991-11-06,0.28,mg/l
NL02_0079,Ptot,1991-12-11,0.22,mg/l
NL02_0079,Ptot,1992-01-21,0.18,mg/l
NL02_0079,Ptot,1992-02-12,0.24,mg/l
NL02_0079,Ptot,1992-03-11,0.59,mg/l
NL02_0079,Ptot,1992-04-09,0.11,mg/l
NL02_0079,Ptot,1992-05-13,0.29,mg/l
NL02_0079,Ptot,1992-06-11,0.34,mg/l
NL02_0079,Ptot,1992-07-09,0.21,mg/l
NL02_0079,Ptot,1992-08-12,0.16,mg/l
NL02_0079,Ptot,1992-09-16,0.24,mg/l
NL02_0079,Ptot,1992-10-13,0.18,mg/l
NL02_0079,Ptot,1992-11-17,0.41,mg/l
NL02_0079,Ptot,1992-12-09,0.24,mg/l
NL02_0079,Ptot,1993-01-14,0.4,mg/l
NL02_0079,Ptot,1993-02-16,0.22,mg/l
NL02_0079,Ptot,1993-03-10,0.18,mg/l
NL02_0079,Ptot,1993-04-15,0.14,mg/l
NL02_0079,Ptot,1993-05-12,0.15,mg/l
NL02_0079,Ptot,1993-06-10,0.15,mg/l
NL02_0079,Ptot,1993-07-15,0.12,mg/l
NL02_0079,Ptot,1993-08-17,0.31,mg/l
NL02_0079,Ptot,1993-09-15,0.27,mg/l
NL02_0079,Ptot,1993-10-14,0.25,mg/l
NL02_0079,Ptot,1993-11-16,0.41,mg/l
NL02_0079,Ptot,1993-12-09,0.4,mg/l
NL02_0079,Ptot,1994-01-20,0.28,mg/l
NL02_0079,Ptot,1994-02-08,0.29,mg/l
NL02_0079,Ptot,1994-03-10,0.31,mg/l
NL02_0079,Ptot,1994-04-20,0.23,mg/l
NL02_0079,Ptot,1994-05-18,0.23,mg/l
NL02_0079,Ptot,1994-06-08,0.19,mg/l
NL02_0079,Ptot,1994-07-14,0.17,mg/l
NL02_0079,Ptot,1994-08-12,0.17,mg/l
NL02_0079,Ptot,1994-09-15,0.21,mg/l
NL02_0079,Ptot,1994-10-17,0.21,mg/l
NL02_0079,Ptot,1994-11-08,0.26,mg/l
NL02_0079,Ptot,1994-12-08,0.24,mg/l
NL02_0079,Ptot,1995-01-10,0.42,mg/l
NL02_0079,Ptot,1995-02-13,0.3,mg/l
NL02_0079,Ptot,1995-03-14,0.19,mg/l
NL02_0079,Ptot,1995-04-13,0.2,mg/l
NL02_0079,Ptot,1995-05-09,1.3,mg/l
NL02_0079,Ptot,1995-06-15,0.25,mg/l
NL02_0079,Ptot,1995-07-11,0.21,mg/l
NL02_0079,Ptot,1995-08-15,0.17,mg/l
NL02_0079,Ptot,1995-09-12,0.21,mg/l
NL02_0079,Ptot,1995-10-10,0.21,mg/l
NL02_0079,Ptot,1995-11-07,0.21,mg/l
NL02_0079,Ptot,1995-12-04,0.27,mg/l
NL02_0079,Ptot,1996-01-31,0.28,mg/l
NL02_0079,Ptot,1996-02-28,0.51,mg/l
NL02_0079,Ptot,1996-03-27,0.21,mg/l
NL02_0079,Ptot,1996-04-24,0.21,mg/l
NL02_0079,Ptot,1996-05-23,0.19,mg/l
NL02_0079,Ptot,1996-06-20,0.23,mg/l
NL02_0079,Ptot,1996-07-18,0.15,mg/l
NL02_0079,Ptot,1996-08-27,0.79,mg/l
NL02_0079,Ptot,1996-09-19,0.11,mg/l
NL02_0079,Ptot,1996-10-17,0.18,mg/l
NL02_0079,Ptot,1996-11-14,0.31,mg/l
NL02_0079,Ptot,1996-12-05,0.29,mg/l
NL02_0079,Ptot,1997-01-23,0.59,mg/l
NL02_0079,Ptot,1997-02-18,0.26,mg/l
NL02_0079,Ptot,1997-03-20,0.21,mg/l
NL02_0079,Ptot,1997-04-17,0.22,mg/l
NL02_0079,Ptot,1997-05-20,0.24,mg/l
NL02_0079,Ptot,1997-06-17,0.17,mg/l
NL02_0079,Ptot,1997-07-15,0.2,mg/l
NL02_0079,Ptot,1997-08-19,0.12,mg/l
NL02_0079,Ptot,1997-09-15,0.14,mg/l
NL02_0079,Ptot,1997-10-16,0.28,mg/l
NL02_0079,Ptot,1997-11-10,0.15,mg/l
NL02_0079,Ptot,1997-12-11,0.15,mg/l
NL02_0079,Ptot,1998-01-22,0.25,mg/l
NL02_0079,Ptot,1998-02-19,0.15,mg/l
NL02_0079,Ptot,1998-03-17,0.2,mg/l
NL02_0079,Ptot,1998-04-14,0.24,mg/l
NL02_0079,Ptot,1998-05-18,0.19,mg/l
NL02_0079,Ptot,1998-06-18,0.13,mg/l
NL02_0079,Ptot,1998-07-16,0.17,mg/l
NL02_0079,Ptot,1998-08-20,0.15,mg/l
NL02_0079,Ptot,1998-09-17,0.47,mg/l
NL02_0079,Ptot,1998-09-28,0.34,mg/l
NL02_0079,Ptot,1998-11-19,0.35,mg/l
NL02_0079,Ptot,1998-12-17,0.38,mg/l
NL02_0079,Ptot,1999-01-05,0.23,mg/l
NL02_0079,Ptot,1999-02-02,0.2,mg/l
NL02_0079,Ptot,1999-03-02,0.23,mg/l
NL02_0079,Ptot,1999-04-06,0.24,mg/l
NL02_0079,Ptot,1999-05-04,0.13,mg/l
NL02_0079,Ptot,1999-06-01,0.1,mg/l
NL02_0079,Ptot,1999-07-06,0.11,mg/l
NL02_0079,Ptot,1999-08-03,0.12,mg/l
NL02_0079,Ptot,1999-09-07,0.09,mg/l
NL02_0079,Ptot,1999-10-05,0.14,mg/l
NL02_0079,Ptot,1999-11-02,0.06,mg/l
NL02_0079,Ptot,1999-12-07,0.2,mg/l
NL02_0079,Ptot,2000-01-26,0.14,mg/l
NL02_0079,Ptot,2000-02-24,0.16,mg/l
NL02_0079,Ptot,2000-03-23,0.16,mg/l
NL02_0079,Ptot,2000-04-20,0.13,mg/l
NL02_0079,Ptot,2000-05-17,0.08,mg/l
NL02_0079,Ptot,2000-06-14,0.13,mg/l
NL02_0079,Ptot,2000-07-12,0.11,mg/l
NL02_0079,Ptot,2000-08-09,0.05,mg/l
NL02_0079,Ptot,2000-09-07,0.09,mg/l
NL02_0079,Ptot,2000-10-05,0.21,mg/l
NL02_0079,Ptot,2000-11-02,0.32,mg/l
NL02_0079,Ptot,2000-11-30,0.3,mg/l
NL02_0079,Ptot,2001-01-04,0.37,mg/l
NL02_0079,Ptot,2001-02-01,0.2,mg/l
NL02_0079,Ptot,2001-02-27,0.14,mg/l
NL02_0079,Ptot,2001-03-27,0.15,mg/l
NL02_0079,Ptot,2001-04-24,0.17,mg/l
NL02_0079,Ptot,2001-05-22,0.09,mg/l
NL02_0079,Ptot,2001-06-19,0.1,mg/l
NL02_0079,Ptot,2001-07-17,0.13,mg/l
NL02_0079,Ptot,2001-08-14,0.13,mg/l
NL02_0079,Ptot,2001-09-11,0.18,mg/l
NL02_0079,Ptot,2001-10-09,0.3,mg/l
NL02_0079,Ptot,2001-11-05,0.2,mg/l
NL02_0079,Ptot,2001-12-04,0.31,mg/l
NL02_0079,Ptot,2002-01-15,0.23,mg/l
NL02_0079,Ptot,2002-02-12,0.43,mg/l
NL02_0079,Ptot,2002-03-14,0.17,mg/l
NL02_0079,Ptot,2002-04-09,0.17,mg/l
NL02_0079,Ptot,2002-05-07,0.17,mg/l
NL02_0079,Ptot,2002-06-04,0.12,mg/l
NL02_0079,Ptot,2002-07-01,0.11,mg/l
NL02_0079,Ptot,2002-07-31,0.12,mg/l
NL02_0079,Ptot,2002-08-27,0.18,mg/l
NL02_0079,Ptot,2002-09-24,0.11,mg/l
NL02_0079,Ptot,2002-10-21,0.12,mg/l
NL02_0079,Ptot,2002-11-19,0.22,mg/l
NL02_0079,Ptot,2002-12-19,0.19,mg/l
NL02_0079,Ptot,2003-01-13,0.23,mg/l
NL02_0079,Ptot,2003-02-11,0.17,mg/l
NL02_0079,Ptot,2003-03-11,0.15,mg/l
NL02_0079,Ptot,2003-04-08,0.14,mg/l
NL02_0079,Ptot,2003-05-07,0.11,mg/l
NL02_0079,Ptot,2003-06-03,0.14,mg/l
NL02_0079,Ptot,2003-07-01,0.04,mg/l
NL02_0079,Ptot,2003-07-29,0.09,mg/l
NL02_0079,Ptot,2003-08-26,0.17,mg/l
NL02_0079,Ptot,2003-09-23,0.08,mg/l
NL02_0079,Ptot,2003-10-21,0.06,mg/l
NL02_0079,Ptot,2003-11-18,0.05,mg/l
NL02_0079,Ptot,2003-12-02,0.12,mg/l
NL02_0079,Ptot,2004-01-15,0.18,mg/l
NL02_0079,Ptot,2004-02-10,0.23,mg/l
NL02_0079,Ptot,2004-03-09,0.13,mg/l
NL02_0079,Ptot,2004-04-06,0.11,mg/l
NL02_0079,Ptot,2004-05-10,0.05,mg/l
NL02_0079,Ptot,2004-05-26,0.09,mg/l
NL02_0079,Ptot,2004-06-29,0.09,mg/l
NL02_0079,Ptot,2004-07-27,0.1,mg/l
NL02_0079,Ptot,2004-08-24,0.26,mg/l
NL02_0079,Ptot,2004-09-21,0.22,mg/l
NL02_0079,Ptot,2004-10-12,0.16,mg/l
NL02_0079,Ptot,2004-11-16,0.18,mg/l
NL02_0079,Ptot,2004-12-13,0.16,mg/l
NL02_0079,Ptot,2005-01-19,0.18,mg/l
NL02_0079,Ptot,2005-02-15,0.24,mg/l
NL02_0079,Ptot,2005-03-15,0.15,mg/l
NL02_0079,Ptot,2005-04-12,0.09,mg/l
NL02_0079,Ptot,2005-05-10,0.07,mg/l
NL02_0079,Ptot,2005-06-07,0.15,mg/l
NL02_0079,Ptot,2005-07-05,0.12,mg/l
NL02_0079,Ptot,2005-08-02,0.1,mg/l
NL02_0079,Ptot,2005-08-30,0.07,mg/l
NL02_0079,Ptot,2005-09-26,0.06,mg/l
NL02_0079,Ptot,2005-10-26,0.16,mg/l
NL02_0079,Ptot,2005-11-21,0.18,mg/l
NL02_0079,Ptot,2005-12-12,0.17,mg/l
NL02_0079,Ptot,2006-01-17,0.15,mg/l
NL02_0079,Ptot,2006-02-14,0.12,mg/l
NL02_0079,Ptot,2006-03-14,0.13,mg/l
NL02_0079,Ptot,2006-04-11,0.18,mg/l
NL02_0079,Ptot,2006-05-09,0.05,mg/l
NL02_0079,Ptot,2006-06-06,0.07,mg/l
NL02_0079,Ptot,2006-07-04,0.07,mg/l
NL02_0079,Ptot,2006-08-01,0.09,mg/l
NL02_0079,Ptot,2006-08-28,0.07,mg/l
NL02_0079,Ptot,2006-09-26,0.08,mg/l
NL02_0079,Ptot,2006-10-24,0.27,mg/l
NL02_0079,Ptot,2006-11-21,0.14,mg/l
NL02_0079,Ptot,2006-12-18,0.2,mg/l
NL02_0079,Ptot,2007-01-22,0.33,mg/l
NL02_0079,Ptot,2007-02-19,0.14,mg/l
NL02_0079,Ptot,2007-03-19,0.14,mg/l
NL02_0079,Ptot,2007-04-16,0.15,mg/l
NL02_0079,Ptot,2007-05-13,0.09,mg/l
NL02_0079,Ptot,2007-06-11,0.09,mg/l
NL02_0079,Ptot,2007-07-09,0.18,mg/l
NL02_0079,Ptot,2007-08-06,0.11,mg/l
NL02_0079,Ptot,2007-09-03,0.1,mg/l
NL02_0079,Ptot,2007-10-01,0.14,mg/l
NL02_0079,Ptot,2007-10-29,0.11,mg/l
NL02_0079,Ptot,2007-11-26,0.14,mg/l
NL02_0079,Ptot,2007-12-16,0.21,mg/l
NL02_0079,Ptot,2008-01-22,0.31,mg/l
NL02_0079,Ptot,2008-02-19,0.1,mg/l
NL02_0079,Ptot,2008-03-18,0.07,mg/l
NL02_0079,Ptot,2008-04-15,0.14,mg/l
NL02_0079,Ptot,2008-05-14,0.05,mg/l
NL02_0079,Ptot,2008-06-10,0.1,mg/l
NL02_0079,Ptot,2008-07-08,0.05,mg/l
NL02_0079,Ptot,2008-08-05,0.11,mg/l
NL02_0079,Ptot,2008-09-02,0.1,mg/l
NL02_0079,Ptot,2008-09-29,0.06,mg/l
NL02_0079,Ptot,2008-10-27,0.14,mg/l
NL02_0079,Ptot,2008-11-25,0.2,mg/l
NL02_0079,Ptot,2008-12-09,0.16,mg/l
NL02_0079,Ptot,2009-01-12,0.19,mg/l
NL02_0079,Ptot,2009-02-02,0.18,mg/l
NL02_0079,Ptot,2009-03-02,0.16,mg/l
NL02_0079,Ptot,2009-03-30,0.16,mg/l
NL02_0079,Ptot,2009-04-27,0.09,mg/l
NL02_0079,Ptot,2009-05-25,0.05,mg/l
NL02_0079,Ptot,2009-06-22,0.08,mg/l
NL02_0079,Ptot,2009-07-28,0.05,mg/l
NL02_0079,Ptot,2009-08-17,0.06,mg/l
NL02_0079,Ptot,2009-09-21,0.04,mg/l
NL02_0079,Ptot,2009-10-12,0.04,mg/l
NL02_0079,Ptot,2009-11-09,0.08,mg/l
NL02_0079,Ptot,2009-12-07,0.21,mg/l
NL02_0079,Ptot,2010-01-26,0.22,mg/l
NL02_0079,Ptot,2010-02-23,0.28,mg/l
NL02_0079,Ptot,2010-03-23,0.1,mg/l
NL02_0079,Ptot,2010-04-20,0.15,mg/l
NL02_0079,Ptot,2010-05-18,0.09,mg/l
NL02_0079,Ptot,2010-06-14,0.09,mg/l
NL02_0079,Ptot,2010-07-13,0.08,mg/l
NL02_0079,Ptot,2010-08-10,0.07,mg/l
NL02_0079,Ptot,2010-09-07,0.09,mg/l
NL02_0079,Ptot,2010-10-05,0.13,mg/l
NL02_0079,Ptot,2010-11-01,0.13,mg/l
NL02_0079,Ptot,2010-11-30,0.19,mg/l
NL02_0079,Ptot,2010-12-21,0.21,mg/l
NL02_0079,Ptot,2011-01-11,0.19,mg/l
NL02_0079,Ptot,2011-01-20,0.18,mg/l
NL02_0079,Ptot,2011-02-03,0.14,mg/l
NL02_0079,Ptot,2011-02-15,0.11,mg/l
NL02_0079,Ptot,2011-03-03,0.1,mg/l
NL02_0079,Ptot,2011-03-17,0.1,mg/l
NL02_0079,Ptot,2011-03-28,0.09,mg/l
NL02_0079,Ptot,2011-04-14,0.12,mg/l
NL02_0079,Ptot,2011-04-28,0.05,mg/l
NL02_0079,Ptot,2011-05-12,0.06,mg/l
NL02_0079,Ptot,2011-05-25,0.08,mg/l
NL02_0079,Ptot,2011-06-09,0.07,mg/l
NL02_0079,Ptot,2011-06-22,0.06,mg/l
NL02_0079,Ptot,2011-07-08,0.05,mg/l
NL02_0079,Ptot,2011-07-20,0.07,mg/l
NL02_0079,Ptot,2011-08-02,0.05,mg/l
NL02_0079,Ptot,2011-08-18,0.07,mg/l
NL02_0079,Ptot,2011-09-02,0.07,mg/l
NL02_0079,Ptot,2011-09-14,0.1,mg/l
NL02_0079,Ptot,2011-09-27,0.09,mg/l
NL02_0079,Ptot,2011-10-12,0.16,mg/l
NL02_0079,Ptot,2011-10-27,0.12,mg/l
NL02_0079,Ptot,2011-11-09,0.12,mg/l
NL02_0079,Ptot,2011-11-22,0.1,mg/l
NL02_0079,Ptot,2011-12-07,0.17,mg/l
NL02_0079,Ptot,2011-12-14,0.25,mg/l
NL02_0079,Ptot,2012-01-04,0.24,mg/l
NL02_0079,Ptot,2012-01-17,0.15,mg/l
NL02_0079,Ptot,2012-02-01,0.15,mg/l
NL02_0079,Ptot,2012-02-16,0.19,mg/l
NL02_0079,Ptot,2012-02-29,0.14,mg/l
NL02_0079,Ptot,2012-03-12,0.14,mg/l
NL02_0079,Ptot,2012-03-28,0.16,mg/l
NL02_0079,Ptot,2012-04-13,0.13,mg/l
NL02_0079,Ptot,2012-04-25,0.11,mg/l
NL02_0079,Ptot,2012-05-07,0.12,mg/l
NL02_0079,Ptot,2012-05-23,0.11,mg/l
NL02_0079,Ptot,2012-06-06,0.13,mg/l
NL02_0079,Ptot,2012-06-20,0.08,mg/l
NL02_0079,Ptot,2012-07-04,0.08,mg/l
NL02_0079,Ptot,2012-07-18,0.13,mg/l
NL02_0079,Ptot,2012-08-01,0.12,mg/l
NL02_0079,Ptot,2012-08-16,0.11,mg/l
NL02_0079,Ptot,2012-08-29,0.14,mg/l
NL02_0079,Ptot,2012-09-12,0.13,mg/l
NL02_0079,Ptot,2012-09-25,0.19,mg/l
NL02_0079,Ptot,2012-10-10,0.39,mg/l
NL02_0079,Ptot,2012-10-24,0.16,mg/l
NL02_0079,Ptot,2012-11-07,0.21,mg/l
NL02_0079,Ptot,2012-11-20,0.17,mg/l
NL02_0079,Ptot,2012-12-05,0.21,mg/l
NL02_0079,Ptot,2012-12-11,0.21,mg/l
NL02_0079,Ptot,2013-01-03,0.16,mg/l
NL02_0079,Ptot,2013-01-16,0.2,mg/l
NL02_0079,Ptot,2013-02-07,0.2,mg/l
NL02_0079,Ptot,2013-02-13,0.16,mg/l
NL02_0079,Ptot,2013-02-27,0.17,mg/l
NL02_0079,Ptot,2013-03-13,0.13,mg/l
NL02_0079,Ptot,2013-03-27,0.17,mg/l
NL02_0079,Ptot,2013-04-09,0.13,mg/l
NL02_0079,Ptot,2013-04-25,0.11,mg/l
NL02_0079,Ptot,2013-05-07,0.11,mg/l
NL02_0079,Ptot,2013-05-22,0.1,mg/l
NL02_0079,Ptot,2013-06-05,0.09,mg/l
NL02_0079,Ptot,2013-06-19,0.11,mg/l
NL02_0079,Ptot,2013-07-03,0.11,mg/l
NL02_0079,Ptot,2013-07-17,0.09,mg/l
NL02_0079,Ptot,2013-07-31,0.11,mg/l
NL02_0079,Ptot,2013-08-15,0.08,mg/l
NL02_0079,Ptot,2013-08-28,0.08,mg/l
NL02_0079,Ptot,2013-09-11,0.06,mg/l
NL02_0079,Ptot,2013-09-25,0.08,mg/l
NL02_0079,Ptot,2013-10-09,0.08,mg/l
NL02_0079,Ptot,2013-10-24,0.09,mg/l
NL02_0079,Ptot,2013-11-06,0.14,mg/l
NL02_0079,Ptot,2013-11-20,0.14,mg/l
NL02_0079,Ptot,2013-12-04,0.13,mg/l
NL02_0079,Ptot,2013-12-11,0.12,mg/l
NL02_0079,Ptot,2014-01-14,0.19,mg/l
NL02_0079,Ptot,2014-02-11,0.13,mg/l
NL02_0079,Ptot,2014-03-11,0.12,mg/l
NL02_0079,Ptot,2014-04-07,0.11,mg/l
NL02_0079,Ptot,2014-05-06,0.07,mg/l
NL02_0079,Ptot,2014-06-03,0.19,mg/l
NL02_0079,Ptot,2014-07-01,0.12,mg/l
NL02_0079,Ptot,2014-07-29,0.11,mg/l
NL02_0079,Ptot,2014-08-26,0.09,mg/l
NL02_0079,Ptot,2014-09-24,0.07,mg/l
NL02_0079,Ptot,2014-10-21,0.08,mg/l
NL02_0079,Ptot,2014-11-18,0.12,mg/l
NL02_0079,Ptot,2014-12-16,0.12,mg/l
NL07_BSB01,Ntot,1990-04-30,1.62,mg/l
NL07_BSB01,Ntot,1990-05-01,1.62,mg/l
NL07_BSB01,Ntot,1990-07-23,0.81,mg/l
NL07_BSB01,Ntot,1990-07-24,0.81,mg/l
NL07_BSB01,Ntot,1990-12-04,3.66,mg/l
NL07_BSB01,Ntot,1990-12-05,3.66,mg/l
NL07_BSB01,Ntot,1993-01-26,7.16,mg/l
NL07_BSB01,Ntot,1993-01-27,7.16,mg/l
NL07_BSB01,Ntot,1993-03-22,2.32,mg/l
NL07_BSB01,Ntot,1993-03-23,2.32,mg/l
NL07_BSB01,Ntot,1993-06-01,4.13,mg/l
NL07_BSB01,Ntot,1993-06-02,4.13,mg/l
NL07_BSB01,Ntot,1993-07-27,3.28,mg/l
NL07_BSB01,Ntot,1993-07-28,3.28,mg/l
NL07_BSB01,Ntot,1993-09-20,4.44,mg/l
NL07_BSB01,Ntot,1993-09-21,4.44,mg/l
NL07_BSB01,Ntot,1993-11-14,5.36,mg/l
NL07_BSB01,Ntot,1993-11-15,5.36,mg/l
NL07_BSB01,Ntot,2007-01-23,5.05,mg/l
NL07_BSB01,Ntot,2007-01-24,5.05,mg/l
NL07_BSB01,Ntot,2007-02-19,3.94,mg/l
NL07_BSB01,Ntot,2007-02-20,3.94,mg/l
NL07_BSB01,Ntot,2007-03-19,3.22,mg/l
NL07_BSB01,Ntot,2007-03-20,3.22,mg/l
NL07_BSB01,Ntot,2007-04-17,6.67,mg/l
NL07_BSB01,Ntot,2007-04-18,6.67,mg/l
NL07_BSB01,Ntot,2007-06-17,2.62,mg/l
NL07_BSB01,Ntot,2007-06-18,2.62,mg/l
NL07_BSB01,Ntot,2007-07-16,2.15,mg/l
NL07_BSB01,Ntot,2007-07-17,2.15,mg/l
NL07_BSB01,Ntot,2007-08-13,1.92,mg/l
NL07_BSB01,Ntot,2007-08-14,1.92,mg/l
NL07_BSB01,Ntot,2007-09-16,2.05,mg/l
NL07_BSB01,Ntot,2007-09-17,2.05,mg/l
NL07_BSB01,Ntot,2007-10-14,1.72,mg/l
NL07_BSB01,Ntot,2007-10-15,1.72,mg/l
NL07_BSB01,Ntot,2007-11-13,3.04,mg/l
NL07_BSB01,Ntot,2007-11-14,3.04,mg/l
NL07_BSB01,Ntot,2007-12-10,4.24,mg/l
NL07_BSB01,Ntot,2007-12-11,4.24,mg/l
NL07_BSB01,Ntot,2008-01-22,3.83,mg/l
NL07_BSB01,Ntot,2008-01-23,3.83,mg/l
NL07_BSB01,Ntot,2008-02-19,3.33,mg/l
NL07_BSB01,Ntot,2008-02-20,3.33,mg/l
NL07_BSB01,Ntot,2008-03-17,3.93,mg/l
NL07_BSB01,Ntot,2008-03-18,3.93,mg/l
NL07_BSB01,Ntot,2008-04-14,4.23,mg/l
NL07_BSB01,Ntot,2008-04-15,4.23,mg/l
NL07_BSB01,Ntot,2008-05-20,4.12,mg/l
NL07_BSB01,Ntot,2008-05-21,4.12,mg/l
NL07_BSB01,Ntot,2008-06-16,1.1,mg/l
NL07_BSB01,Ntot,2008-06-17,1.1,mg/l
NL07_BSB01,Ntot,2008-07-14,1,mg/l
NL07_BSB01,Ntot,2008-07-15,1,mg/l
NL07_BSB01,Ntot,2008-08-19,1,mg/l
NL07_BSB01,Ntot,2008-08-20,1,mg/l
NL07_BSB01,Ntot,2008-09-17,1.42,mg/l
NL07_BSB01,Ntot,2008-09-18,1.42,mg/l
NL07_BSB01,Ntot,2008-10-12,1.4,mg/l
NL07_BSB01,Ntot,2008-10-13,1.4,mg/l
NL07_BSB01,Ntot,2008-11-11,0.6,mg/l
NL07_BSB01,Ntot,2008-11-12,0.6,mg/l
NL07_BSB01,Ntot,2008-12-10,2.3,mg/l
NL07_BSB01,Ntot,2008-12-11,2.3,mg/l
NL07_BSB01,Ntot,2009-01-20,3.5,mg/l
NL07_BSB01,Ntot,2009-01-21,3.5,mg/l
NL07_BSB01,Ntot,2009-02-17,5,mg/l
NL07_BSB01,Ntot,2009-02-18,5,mg/l
NL07_BSB01,Ntot,2009-03-16,2.7,mg/l
NL07_BSB01,Ntot,2009-03-17,2.7,mg/l
NL07_BSB01,Ntot,2009-04-13,1.1,mg/l
NL07_BSB01,Ntot,2009-04-14,1.1,mg/l
NL07_BSB01,Ntot,2009-05-17,0.8,mg/l
NL07_BSB01,Ntot,2009-05-18,0.8,mg/l
NL07_BSB01,Ntot,2009-06-14,0.7,mg/l
NL07_BSB01,Ntot,2009-06-15,0.7,mg/l
NL07_BSB01,Ntot,2009-07-12,1.2,mg/l
NL07_BSB01,Ntot,2009-07-13,1.2,mg/l
NL07_BSB01,Ntot,2009-08-19,1,mg/l
NL07_BSB01,Ntot,2009-08-20,1,mg/l
NL07_BSB01,Ntot,2009-10-14,1.4,mg/l
NL07_BSB01,Ntot,2009-10-15,1.4,mg/l
NL07_BSB01,Ntot,2009-11-08,0.6,mg/l
NL07_BSB01,Ntot,2009-11-09,0.6,mg/l
NL07_BSB01,Ntot,2009-12-06,3.1,mg/l
NL07_BSB01,Ntot,2009-12-07,3.1,mg/l
NL07_BSB01,Ntot,2010-01-19,4.8,mg/l
NL07_BSB01,Ntot,2010-01-20,4.8,mg/l
NL07_BSB01,Ntot,2010-02-17,2.1,mg/l
NL07_BSB01,Ntot,2010-02-18,2.1,mg/l
NL07_BSB01,Ntot,2010-03-14,2,mg/l
NL07_BSB01,Ntot,2010-03-15,2,mg/l
NL07_BSB01,Ntot,2010-04-11,1.6,mg/l
NL07_BSB01,Ntot,2010-04-12,1.6,mg/l
NL07_BSB01,Ntot,2010-05-17,3.2,mg/l
NL07_BSB01,Ntot,2010-05-18,3.2,mg/l
NL07_BSB01,Ntot,2010-06-13,0.6,mg/l
NL07_BSB01,Ntot,2010-06-14,0.6,mg/l
NL07_BSB01,Ntot,2010-08-17,4,mg/l
NL07_BSB01,Ntot,2010-08-18,4,mg/l
NL07_BSB01,Ntot,2010-09-14,2,mg/l
NL07_BSB01,Ntot,2010-09-15,2,mg/l
NL07_BSB01,Ntot,2010-10-11,1.9,mg/l
NL07_BSB01,Ntot,2010-10-12,1.9,mg/l
NL07_BSB01,Ntot,2010-11-07,3.1,mg/l
NL07_BSB01,Ntot,2010-11-08,3.1,mg/l
NL07_BSB01,Ntot,2010-12-05,2.3,mg/l
NL07_BSB01,Ntot,2010-12-06,2.3,mg/l
NL07_BSB01,Ntot,2010-12-31,0.72,mg/l
NL07_BSB01,Ntot,2011-01-01,0.72,mg/l
NL07_BSB01,Ntot,2011-01-17,4.04,mg/l
NL07_BSB01,Ntot,2011-01-18,4.04,mg/l
NL07_BSB01,Ntot,2011-02-20,2.11,mg/l
NL07_BSB01,Ntot,2011-02-21,2.11,mg/l
NL07_BSB01,Ntot,2011-03-21,1.4,mg/l
NL07_BSB01,Ntot,2011-03-22,1.4,mg/l
NL07_BSB01,Ntot,2011-04-12,0.7,mg/l
NL07_BSB01,Ntot,2011-04-13,0.7,mg/l
NL07_BSB01,Ntot,2011-05-10,0.7,mg/l
NL07_BSB01,Ntot,2011-05-11,0.7,mg/l
NL07_BSB01,Ntot,2011-06-15,0.3,mg/l
NL07_BSB01,Ntot,2011-06-16,0.3,mg/l
NL07_BSB01,Ntot,2011-07-17,1,mg/l
NL07_BSB01,Ntot,2011-07-18,1,mg/l
NL07_BSB01,Ntot,2011-08-21,0.6,mg/l
NL07_BSB01,Ntot,2011-08-22,0.6,mg/l
NL07_BSB01,Ntot,2011-09-19,1,mg/l
NL07_BSB01,Ntot,2011-09-20,1,mg/l
NL07_BSB01,Ntot,2011-10-19,1.01,mg/l
NL07_BSB01,Ntot,2011-10-20,1.01,mg/l
NL07_BSB01,Ntot,2011-11-14,2.91,mg/l
NL07_BSB01,Ntot,2011-11-15,2.91,mg/l
NL07_BSB01,Ntot,2011-12-11,1.72,mg/l
NL07_BSB01,Ntot,2011-12-12,1.72,mg/l
NL07_BSB01,Ntot,2012-02-13,1.6,mg/l
NL07_BSB01,Ntot,2012-02-14,1.6,mg/l
NL07_BSB01,Ntot,2012-04-10,1.4,mg/l
NL07_BSB01,Ntot,2012-04-11,1.4,mg/l
