gar_bro_id,well,tube,date,NO3,NO3_uom,NO2,NO2_uom,NH4,NH4_uom,Ntot,Ntot_uom,PO4,PO4_uom,Ptot,Ptot_uom,Cl,Cl_uom,SO4,SO4_uom,HCO3,HCO3_uom,Ca,Ca_uom,Mg,Mg_uom,Na,Na_uom,K,K_uom,Fe,Fe_uom,Mn,Mn_uom
GAR000000067447,GMW000000038875,3,2025-05-08T13:00:00+02:00,0.029,mg/l,,,0.355,mg/l,,,,,0.218,mg/l,5.815,mg/l,16.608,mg/l,,,58.172,mg/l,8.442,mg/l,8.593,mg/l,1.425,mg/l,3447,ug/l,246,ug/l
GAR000000067145,GMW000000038915,1,2025-05-08T13:00:00+02:00,0.5,mg/l,,,0.049,mg/l,,,,,0.05,mg/l,44.23,mg/l,24.408,mg/l,,,78.514,mg/l,8.893,mg/l,30.88,mg/l,12.266,mg/l,50,ug/l,153,ug/l
GAR000000067158,GMW000000038536,1,2025-05-13T13:00:00+02:00,0.029,mg/l,,,4.783,mg/l,,,,,0.05,mg/l,37.94,mg/l,5.579,mg/l,,,6.7,mg/l,1.797,mg/l,28.234,mg/l,2.111,mg/l,6771,ug/l,51,ug/l
GAR000000067190,GMW000000038586,1,2025-05-13T13:00:00+02:00,1.645,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,16.666,mg/l,8.623,mg/l,,,6.7,mg/l,0.75,mg/l,17.3,mg/l,9.256,mg/l,90,ug/l,24,ug/l
GAR000000067193,GMW000000038588,1,2025-05-13T13:00:00+02:00,0.029,mg/l,,,2.94,mg/l,,,,,0.05,mg/l,6.873,mg/l,73.076,mg/l,,,6.7,mg/l,4.038,mg/l,25.922,mg/l,3.846,mg/l,15862,ug/l,174,ug/l
GAR000000067303,GMW000000038717,1,2025-05-13T13:00:00+02:00,0.029,mg/l,,,4.008,mg/l,,,,,0.391,mg/l,167.059,mg/l,34.927,mg/l,,,42.089,mg/l,3.69,mg/l,148.168,mg/l,1.952,mg/l,9902,ug/l,257,ug/l
GAR000000067370,GMW000000038794,1,2025-05-13T13:00:00+02:00,0.029,mg/l,,,4.987,mg/l,,,,,0.068,mg/l,41.233,mg/l,5.627,mg/l,,,8.894,mg/l,2.467,mg/l,52.381,mg/l,2.1,mg/l,7353,ug/l,86,ug/l
GAR000000067476,GMW000000038916,1,2025-05-13T13:00:00+02:00,0.157,mg/l,,,0.702,mg/l,,,,,0.05,mg/l,36.74,mg/l,21.78,mg/l,,,6.7,mg/l,8.056,mg/l,17.811,mg/l,3.246,mg/l,1065,ug/l,36,ug/l
GAR000000067152,GMW000000038530,1,2025-05-14T13:00:00+02:00,1.7,mg/l,,,0.053,mg/l,,,,,0.05,mg/l,165.157,mg/l,68.894,mg/l,,,118.348,mg/l,9.981,mg/l,105.39,mg/l,4.784,mg/l,50,ug/l,169,ug/l
GAR000000067286,GMW000000038696,1,2025-05-14T13:00:00+02:00,0.029,mg/l,,,1.332,mg/l,,,,,0.15,mg/l,50.046,mg/l,8.816,mg/l,,,6.7,mg/l,2.733,mg/l,43.036,mg/l,2.14,mg/l,7649,ug/l,248,ug/l
GAR000000067268,GMW000000038676,1,2025-05-15T13:00:00+02:00,0.807,mg/l,,,0.066,mg/l,,,,,0.05,mg/l,47.87,mg/l,36.263,mg/l,,,31.831,mg/l,9.434,mg/l,29.417,mg/l,4.662,mg/l,252,ug/l,33,ug/l
GAR000000067273,GMW000000038682,1,2025-05-15T13:00:00+02:00,0.029,mg/l,,,2.474,mg/l,,,,,0.077,mg/l,155.399,mg/l,1,mg/l,,,6.7,mg/l,2.963,mg/l,140.263,mg/l,1.798,mg/l,4007,ug/l,43,ug/l
GAR000000067228,GMW000000038633,3,2025-05-19T13:00:00+02:00,0.029,mg/l,,,1.329,mg/l,,,,,0.621,mg/l,25.926,mg/l,62.861,mg/l,,,141.76,mg/l,18.087,mg/l,20.767,mg/l,5.049,mg/l,8428,ug/l,371,ug/l
GAR000000067330,GMW000000038745,3,2025-05-19T13:00:00+02:00,0.039,mg/l,,,0.411,mg/l,,,,,0.116,mg/l,23.721,mg/l,356.473,mg/l,,,257.115,mg/l,26.456,mg/l,22.177,mg/l,3.12,mg/l,15810,ug/l,912,ug/l
GAR000000067488,GMW000000079813,3,2025-05-19T13:00:00+02:00,0.029,mg/l,,,6.502,mg/l,,,,,0.217,mg/l,93.279,mg/l,52.397,mg/l,,,77.862,mg/l,10.801,mg/l,60.517,mg/l,3.361,mg/l,2541,ug/l,1175,ug/l
GAR000000067496,GMW000000092071,3,2025-05-19T13:00:00+02:00,0.029,mg/l,,,0.453,mg/l,,,,,0.415,mg/l,63.222,mg/l,71.598,mg/l,,,129.126,mg/l,14.12,mg/l,26.393,mg/l,1.542,mg/l,11274,ug/l,1871,ug/l
GAR000000067422,GMW000000038847,1,2025-05-20T13:00:00+02:00,0.029,mg/l,,,7.514,mg/l,,,,,0.106,mg/l,29.757,mg/l,1.109,mg/l,,,58.921,mg/l,14.754,mg/l,17.513,mg/l,2.138,mg/l,32485,ug/l,477,ug/l
GAR000000067432,GMW000000038856,1,2025-05-20T13:00:00+02:00,0.029,mg/l,,,0.663,mg/l,,,,,0.107,mg/l,129.609,mg/l,15.64,mg/l,,,6.7,mg/l,2.605,mg/l,82.523,mg/l,2.037,mg/l,7784,ug/l,70,ug/l
GAR000000067455,GMW000000038884,1,2025-05-20T13:00:00+02:00,0.18,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,5.914,mg/l,10.217,mg/l,,,6.7,mg/l,1.381,mg/l,5.969,mg/l,1.137,mg/l,50,ug/l,51,ug/l
GAR000000067289,GMW000000038697,3,2025-05-21T13:00:00+02:00,0.029,mg/l,,,0.169,mg/l,,,,,0.05,mg/l,35.336,mg/l,167.727,mg/l,,,127.753,mg/l,13.838,mg/l,17.91,mg/l,20.059,mg/l,4958,ug/l,417,ug/l
GAR000000067473,GMW000000038905,3,2025-05-21T13:00:00+02:00,0.029,mg/l,,,0.834,mg/l,,,,,0.245,mg/l,16.433,mg/l,30.1,mg/l,,,36.82,mg/l,3.445,mg/l,16.367,mg/l,1.157,mg/l,11414,ug/l,102,ug/l
GAR000000067475,GMW000000038906,3,2025-05-21T13:00:00+02:00,0.029,mg/l,,,0.804,mg/l,,,,,0.214,mg/l,12.121,mg/l,1,mg/l,,,109.02,mg/l,4.883,mg/l,8.673,mg/l,1.352,mg/l,12414,ug/l,378,ug/l
GAR000000067480,GMW000000038920,1,2025-05-21T13:00:00+02:00,0.029,mg/l,,,0.155,mg/l,,,,,0.05,mg/l,15.779,mg/l,51.321,mg/l,,,91.494,mg/l,7.412,mg/l,13.316,mg/l,0.53,mg/l,1719,ug/l,338,ug/l
GAR000000067483,GMW000000038923,1,2025-05-21T13:00:00+02:00,0.029,mg/l,,,0.525,mg/l,,,,,0.155,mg/l,39.283,mg/l,107.94,mg/l,,,161.876,mg/l,9.781,mg/l,23.974,mg/l,0.952,mg/l,9443,ug/l,339,ug/l
GAR000000067248,GMW000000038655,1,2025-05-22T13:00:00+02:00,0.323,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,5.046,mg/l,14.887,mg/l,,,23.139,mg/l,3.253,mg/l,4.3,mg/l,0.53,mg/l,50,ug/l,4,ug/l
GAR000000067355,GMW000000038776,1,2025-05-22T13:00:00+02:00,3.298,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,13.058,mg/l,32.87,mg/l,,,34.906,mg/l,3.877,mg/l,9.212,mg/l,0.53,mg/l,50,ug/l,4,ug/l
GAR000000067441,GMW000000038865,1,2025-05-22T13:00:00+02:00,0.029,mg/l,,,0.797,mg/l,,,,,0.188,mg/l,37.47,mg/l,152.212,mg/l,,,136,mg/l,11.117,mg/l,36.483,mg/l,6.508,mg/l,5180,ug/l,239,ug/l
GAR000000067469,GMW000000038900,1,2025-05-22T13:00:00+02:00,0.029,mg/l,,,0.439,mg/l,,,,,0.353,mg/l,38.434,mg/l,84.5,mg/l,,,152.76,mg/l,11.895,mg/l,29.664,mg/l,3.058,mg/l,12412,ug/l,402,ug/l
GAR000000067147,GMW000000038525,1,2025-05-26T13:00:00+02:00,4.905,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,28.012,mg/l,26.091,mg/l,,,104.303,mg/l,7.913,mg/l,25.93,mg/l,5.59,mg/l,50,ug/l,4,ug/l
GAR000000067181,GMW000000038568,3,2025-05-26T13:00:00+02:00,0.029,mg/l,,,0.275,mg/l,,,,,0.147,mg/l,33.791,mg/l,66.39,mg/l,,,111.253,mg/l,8.707,mg/l,18.91,mg/l,1.019,mg/l,9113,ug/l,366,ug/l
GAR000000067251,GMW000000038656,3,2025-05-26T13:00:00+02:00,0.029,mg/l,,,0.529,mg/l,,,,,0.167,mg/l,37.017,mg/l,83.736,mg/l,,,140.849,mg/l,11.732,mg/l,26.361,mg/l,1.989,mg/l,9393,ug/l,414,ug/l
GAR000000067395,GMW000000038823,3,2025-05-26T13:00:00+02:00,0.029,mg/l,,,0.231,mg/l,,,,,0.112,mg/l,34.086,mg/l,96.696,mg/l,,,121.575,mg/l,12.522,mg/l,22.048,mg/l,2.585,mg/l,5112,ug/l,416,ug/l
GAR000000067397,GMW000000038824,3,2025-05-26T13:00:00+02:00,0.029,mg/l,,,0.162,mg/l,,,,,0.05,mg/l,64.082,mg/l,72.803,mg/l,,,116.808,mg/l,10.975,mg/l,37.316,mg/l,31.278,mg/l,2994,ug/l,1398,ug/l
GAR000000067456,GMW000000038885,1,2025-05-26T13:00:00+02:00,40.419,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,27.317,mg/l,68.102,mg/l,,,132.193,mg/l,14.476,mg/l,16.522,mg/l,4.629,mg/l,50,ug/l,4,ug/l
GAR000000067157,GMW000000038535,1,2025-05-27T13:00:00+02:00,0.029,mg/l,,,0.064,mg/l,,,,,0.159,mg/l,11.387,mg/l,21.464,mg/l,,,22.966,mg/l,3.967,mg/l,11.222,mg/l,0.782,mg/l,8430,ug/l,267,ug/l
GAR000000067211,GMW000000038614,3,2025-05-27T13:00:00+02:00,0.029,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,21.462,mg/l,30.119,mg/l,,,48.216,mg/l,2.783,mg/l,12.341,mg/l,0.924,mg/l,50,ug/l,102,ug/l
GAR000000067308,GMW000000038723,3,2025-05-27T13:00:00+02:00,0.029,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,16.309,mg/l,19.647,mg/l,,,31.967,mg/l,1.361,mg/l,9.367,mg/l,0.81,mg/l,149,ug/l,14,ug/l
GAR000000067339,GMW000000038755,3,2025-05-27T13:00:00+02:00,0.029,mg/l,,,0.862,mg/l,,,,,0.119,mg/l,39.218,mg/l,2.466,mg/l,,,161.073,mg/l,10.952,mg/l,14.916,mg/l,1.449,mg/l,5623,ug/l,512,ug/l
GAR000000067451,GMW000000038879,1,2025-05-27T13:00:00+02:00,2.764,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,14.522,mg/l,22.541,mg/l,,,9.417,mg/l,3.216,mg/l,14.092,mg/l,1.281,mg/l,50,ug/l,4,ug/l
GAR000000067167,GMW000000038544,1,2025-05-28T13:00:00+02:00,0.446,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,8.26,mg/l,22.546,mg/l,,,9.822,mg/l,2.284,mg/l,8.657,mg/l,0.817,mg/l,50,ug/l,8,ug/l
GAR000000067459,GMW000000038888,1,2025-06-19T13:00:00+02:00,0.029,mg/l,,,0.544,mg/l,,,,,0.05,mg/l,26.948,mg/l,21.486,mg/l,,,21.408,mg/l,2.614,mg/l,16.569,mg/l,2.692,mg/l,2193,ug/l,110,ug/l
GAR000000067169,GMW000000038547,1,2025-06-23T13:00:00+02:00,0.029,mg/l,,,0.102,mg/l,,,,,0.095,mg/l,13.559,mg/l,18.961,mg/l,,,6.7,mg/l,2.731,mg/l,9.251,mg/l,1.344,mg/l,6580,ug/l,85,ug/l
GAR000000067331,GMW000000038746,1,2025-06-23T13:00:00+02:00,0.029,mg/l,,,2.163,mg/l,,,,,0.112,mg/l,195.951,mg/l,40.399,mg/l,,,179.296,mg/l,18.096,mg/l,88.197,mg/l,20.535,mg/l,5675,ug/l,453,ug/l
GAR000000067359,GMW000000038780,1,2025-06-24T13:00:00+02:00,0.029,mg/l,,,0.111,mg/l,,,,,0.052,mg/l,6.202,mg/l,43.185,mg/l,,,78.575,mg/l,6.356,mg/l,19.625,mg/l,5.729,mg/l,1999,ug/l,551,ug/l
GAR000000067283,GMW000000038694,1,2025-06-30T13:00:00+02:00,0.029,mg/l,,,4.115,mg/l,,,,,0.14,mg/l,344.371,mg/l,1,mg/l,,,171.908,mg/l,15.339,mg/l,190.892,mg/l,2.86,mg/l,17979,ug/l,569,ug/l
GAR000000067450,GMW000000038878,1,2025-06-30T13:00:00+02:00,0.029,mg/l,,,10.005,mg/l,,,,,0.825,mg/l,261.434,mg/l,1,mg/l,,,138.215,mg/l,56.895,mg/l,136.668,mg/l,108.43,mg/l,23862,ug/l,1027,ug/l
GAR000000067222,GMW000000038628,1,2025-07-01T13:00:00+02:00,0.029,mg/l,,,9.196,mg/l,,,,,0.994,mg/l,147.972,mg/l,26.807,mg/l,,,169.132,mg/l,21.905,mg/l,52.239,mg/l,34.468,mg/l,15079,ug/l,433,ug/l
GAR000000067295,GMW000000038709,1,2025-07-01T13:00:00+02:00,0.029,mg/l,,,0.261,mg/l,,,,,0.05,mg/l,79.842,mg/l,17.826,mg/l,,,23.939,mg/l,3.398,mg/l,71.013,mg/l,4.291,mg/l,1824,ug/l,15,ug/l
GAR000000067346,GMW000000038764,1,2025-07-01T13:00:00+02:00,0.029,mg/l,,,0.265,mg/l,,,,,0.05,mg/l,10.493,mg/l,35.122,mg/l,,,78.452,mg/l,9.455,mg/l,15.417,mg/l,18.051,mg/l,7450,ug/l,378,ug/l
GAR000000067429,GMW000000038854,1,2025-07-01T13:00:00+02:00,0.029,mg/l,,,0.221,mg/l,,,,,0.05,mg/l,17.539,mg/l,30.971,mg/l,,,95.841,mg/l,11.734,mg/l,18.48,mg/l,41.569,mg/l,209,ug/l,999,ug/l
GAR000000067209,GMW000000038611,1,2025-07-02T13:00:00+02:00,15.499,mg/l,,,0.06,mg/l,,,,,0.05,mg/l,27.222,mg/l,78.821,mg/l,,,145.938,mg/l,11.542,mg/l,18.007,mg/l,8.805,mg/l,50,ug/l,1578,ug/l
GAR000000067321,GMW000000038739,1,2025-07-02T13:00:00+02:00,0.029,mg/l,,,0.766,mg/l,,,,,0.167,mg/l,17.027,mg/l,9.844,mg/l,,,6.7,mg/l,1.148,mg/l,12.175,mg/l,1.467,mg/l,29150,ug/l,112,ug/l
GAR000000067364,GMW000000038787,1,2025-07-02T13:00:00+02:00,0.029,mg/l,,,1.711,mg/l,,,,,0.265,mg/l,11.236,mg/l,1,mg/l,,,31.916,mg/l,3.851,mg/l,7.907,mg/l,1.634,mg/l,5476,ug/l,211,ug/l
GAR000000067440,GMW000000038864,1,2025-07-02T13:00:00+02:00,0.029,mg/l,,,2.083,mg/l,,,,,0.383,mg/l,48.408,mg/l,27.138,mg/l,,,124.465,mg/l,6.497,mg/l,42.095,mg/l,3.076,mg/l,21504,ug/l,497,ug/l
GAR000000067178,GMW000000038565,1,2025-07-03T13:00:00+02:00,0.029,mg/l,,,0.978,mg/l,,,,,0.14,mg/l,157.424,mg/l,21.119,mg/l,,,91.036,mg/l,5.541,mg/l,87.802,mg/l,1.436,mg/l,11299,ug/l,414,ug/l
GAR000000067243,GMW000000038649,1,2025-07-03T13:00:00+02:00,30.967,mg/l,,,0.111,mg/l,,,,,0.05,mg/l,43.721,mg/l,29.285,mg/l,,,38.437,mg/l,19.586,mg/l,17.83,mg/l,5.717,mg/l,50,ug/l,3117,ug/l
GAR000000067266,GMW000000038674,1,2025-07-03T13:00:00+02:00,11.903,mg/l,,,0.054,mg/l,,,,,0.05,mg/l,65.319,mg/l,32.824,mg/l,,,96.314,mg/l,10.403,mg/l,50.882,mg/l,5.876,mg/l,50,ug/l,12,ug/l
GAR000000067218,GMW000000038624,1,2025-07-07T13:00:00+02:00,0.029,mg/l,,,1.129,mg/l,,,,,0.514,mg/l,98.524,mg/l,44.373,mg/l,,,120.393,mg/l,13.401,mg/l,60.291,mg/l,8.858,mg/l,9050,ug/l,1072,ug/l
GAR000000067349,GMW000000038766,1,2025-07-07T13:00:00+02:00,0.051,mg/l,,,0.176,mg/l,,,,,0.05,mg/l,10.255,mg/l,51.176,mg/l,,,54.11,mg/l,3.881,mg/l,10.496,mg/l,1.047,mg/l,50,ug/l,41,ug/l
GAR000000067149,GMW000000038526,3,2025-07-08T13:00:00+02:00,0.029,mg/l,,,0.127,mg/l,,,,,0.063,mg/l,61.405,mg/l,43.351,mg/l,,,17.015,mg/l,7.721,mg/l,23.725,mg/l,2.307,mg/l,18616,ug/l,271,ug/l
GAR000000067258,GMW000000038665,1,2025-07-08T13:00:00+02:00,0.029,mg/l,,,0.682,mg/l,,,,,0.192,mg/l,48.631,mg/l,192.22,mg/l,,,134.024,mg/l,15.583,mg/l,28.619,mg/l,23.904,mg/l,6909,ug/l,960,ug/l
GAR000000067467,GMW000000038899,1,2025-07-08T13:00:00+02:00,0.612,mg/l,,,0.059,mg/l,,,,,0.05,mg/l,12.493,mg/l,9.321,mg/l,,,7.212,mg/l,3.103,mg/l,4.936,mg/l,1.516,mg/l,50,ug/l,4,ug/l
GAR000000067261,GMW000000038670,1,2025-07-09T13:00:00+02:00,0.029,mg/l,,,0.99,mg/l,,,,,0.05,mg/l,75.756,mg/l,59.467,mg/l,,,31.72,mg/l,12.782,mg/l,38.272,mg/l,9.751,mg/l,8203,ug/l,1217,ug/l
GAR000000067374,GMW000000038800,3,2025-07-09T13:00:00+02:00,5.927,mg/l,,,0.06,mg/l,,,,,0.05,mg/l,16.167,mg/l,35.178,mg/l,,,12.952,mg/l,6.221,mg/l,7.826,mg/l,11.474,mg/l,50,ug/l,221,ug/l
GAR000000067388,GMW000000038817,3,2025-07-09T13:00:00+02:00,0.029,mg/l,,,0.37,mg/l,,,,,0.116,mg/l,35.721,mg/l,53.212,mg/l,,,11.279,mg/l,3.297,mg/l,23.127,mg/l,2.806,mg/l,13058,ug/l,192,ug/l
GAR000000067494,GMW000000079818,1,2025-07-09T13:00:00+02:00,0.029,mg/l,,,0.14,mg/l,,,,,0.05,mg/l,182.826,mg/l,26.149,mg/l,,,6.7,mg/l,7.402,mg/l,112.185,mg/l,27.509,mg/l,16879,ug/l,101,ug/l
GAR000000067187,GMW000000038579,1,2025-07-10T13:00:00+02:00,0.029,mg/l,,,0.147,mg/l,,,,,0.231,mg/l,26.142,mg/l,74.445,mg/l,,,96.68,mg/l,8.669,mg/l,11.134,mg/l,1.743,mg/l,5264,ug/l,520,ug/l
GAR000000067360,GMW000000038781,1,2025-07-10T13:00:00+02:00,0.029,mg/l,,,0.883,mg/l,,,,,0.312,mg/l,29.932,mg/l,1,mg/l,,,103.218,mg/l,16.886,mg/l,19.599,mg/l,4.499,mg/l,7430,ug/l,176,ug/l
GAR000000067367,GMW000000038791,1,2025-07-10T13:00:00+02:00,0.029,mg/l,,,2.635,mg/l,,,,,0.146,mg/l,473.25,mg/l,16.042,mg/l,,,6.7,mg/l,2.439,mg/l,350.327,mg/l,1.472,mg/l,9090,ug/l,80,ug/l
GAR000000067213,GMW000000038616,1,2025-07-14T13:00:00+02:00,0.029,mg/l,,,0.126,mg/l,,,,,0.05,mg/l,7.222,mg/l,9.892,mg/l,,,6.7,mg/l,1.177,mg/l,6.559,mg/l,1.008,mg/l,1041,ug/l,373,ug/l
GAR000000067284,GMW000000038695,1,2025-07-14T13:00:00+02:00,0.029,mg/l,,,0.14,mg/l,,,,,0.05,mg/l,7.41,mg/l,8.389,mg/l,,,6.7,mg/l,2.194,mg/l,5.261,mg/l,1.158,mg/l,2823,ug/l,32,ug/l
GAR000000067448,GMW000000038877,1,2025-07-14T13:00:00+02:00,0.75,mg/l,,,0.088,mg/l,,,,,0.05,mg/l,9.013,mg/l,42.075,mg/l,,,9.398,mg/l,1.623,mg/l,7.911,mg/l,19.401,mg/l,50,ug/l,21,ug/l
GAR000000067263,GMW000000038671,3,2025-07-15T13:00:00+02:00,0.029,mg/l,,,1.038,mg/l,,,,,0.862,mg/l,22.398,mg/l,1.119,mg/l,,,81.065,mg/l,7.176,mg/l,11.157,mg/l,1.89,mg/l,25425,ug/l,614,ug/l
GAR000000067438,GMW000000038862,3,2025-07-15T13:00:00+02:00,0.029,mg/l,,,6.707,mg/l,,,,,0.116,mg/l,17.449,mg/l,27.625,mg/l,,,7.43,mg/l,2.578,mg/l,16.949,mg/l,2.485,mg/l,5596,ug/l,89,ug/l
GAR000000067492,GMW000000079817,1,2025-07-15T13:00:00+02:00,0.029,mg/l,,,5.711,mg/l,,,,,0.141,mg/l,21.503,mg/l,1,mg/l,,,6.7,mg/l,1.768,mg/l,16.309,mg/l,1.083,mg/l,10778,ug/l,111,ug/l
GAR000000067202,GMW000000038603,3,2025-07-16T13:00:00+02:00,0.029,mg/l,,,0.615,mg/l,,,,,0.111,mg/l,49.96,mg/l,48.697,mg/l,,,17.108,mg/l,7.448,mg/l,22.121,mg/l,2.514,mg/l,13415,ug/l,249,ug/l
GAR000000067272,GMW000000038680,1,2025-07-16T13:00:00+02:00,0.029,mg/l,,,0.214,mg/l,,,,,0.221,mg/l,15.494,mg/l,112.34,mg/l,,,119.725,mg/l,10.19,mg/l,24.047,mg/l,1.837,mg/l,17613,ug/l,495,ug/l
GAR000000067409,GMW000000038834,3,2025-07-16T13:00:00+02:00,0.029,mg/l,,,0.189,mg/l,,,,,0.248,mg/l,31.611,mg/l,16.102,mg/l,,,51.54,mg/l,4.573,mg/l,11.655,mg/l,2.331,mg/l,8178,ug/l,224,ug/l
GAR000000067244,GMW000000038650,1,2025-07-17T13:00:00+02:00,0.029,mg/l,,,3.392,mg/l,,,,,0.077,mg/l,27.254,mg/l,1,mg/l,,,6.7,mg/l,1.875,mg/l,16.385,mg/l,1.751,mg/l,7054,ug/l,87,ug/l
GAR000000067427,GMW000000038852,1,2025-07-17T13:00:00+02:00,0.029,mg/l,,,0.575,mg/l,,,,,0.211,mg/l,18.533,mg/l,6.866,mg/l,,,36.472,mg/l,2.728,mg/l,17.372,mg/l,1.316,mg/l,1421,ug/l,210,ug/l
GAR000000067280,GMW000000038691,1,2025-07-21T13:00:00+02:00,0.029,mg/l,,,2.413,mg/l,,,,,0.426,mg/l,600.65,mg/l,1,mg/l,,,304.794,mg/l,35.048,mg/l,105.265,mg/l,7.867,mg/l,7630,ug/l,758,ug/l
GAR000000067304,GMW000000038718,1,2025-07-21T13:00:00+02:00,0.029,mg/l,,,11.245,mg/l,,,,,0.541,mg/l,19.246,mg/l,1,mg/l,,,56.553,mg/l,11.138,mg/l,19.996,mg/l,2.025,mg/l,33635,ug/l,656,ug/l
GAR000000067386,GMW000000038816,1,2025-07-21T13:00:00+02:00,0.176,mg/l,,,0.403,mg/l,,,,,0.05,mg/l,28.104,mg/l,61.435,mg/l,,,21.083,mg/l,15.955,mg/l,21.475,mg/l,25,mg/l,5697,ug/l,75,ug/l
GAR000000067454,GMW000000038883,1,2025-07-21T13:00:00+02:00,0.029,mg/l,,,6.584,mg/l,,,,,0.05,mg/l,32.254,mg/l,58.095,mg/l,,,9.41,mg/l,10.977,mg/l,26.154,mg/l,2.522,mg/l,5992,ug/l,123,ug/l
GAR000000067155,GMW000000038533,1,2025-07-22T13:00:00+02:00,0.029,mg/l,,,0.133,mg/l,,,,,0.14,mg/l,32.429,mg/l,31.382,mg/l,,,26.21,mg/l,3.122,mg/l,43.981,mg/l,1.926,mg/l,6196,ug/l,116,ug/l
GAR000000067206,GMW000000038608,1,2025-07-22T13:00:00+02:00,0.029,mg/l,,,5.281,mg/l,,,,,0.483,mg/l,70.218,mg/l,1,mg/l,,,91.368,mg/l,7.273,mg/l,37.396,mg/l,1.844,mg/l,9493,ug/l,537,ug/l
GAR000000067320,GMW000000038737,1,2025-07-22T13:00:00+02:00,0.029,mg/l,,,5.991,mg/l,,,,,0.05,mg/l,54.448,mg/l,74.112,mg/l,,,15.92,mg/l,7.714,mg/l,25.034,mg/l,18.225,mg/l,6350,ug/l,136,ug/l
GAR000000067322,GMW000000038740,1,2025-07-23T13:00:00+02:00,7.973,mg/l,,,0.047,mg/l,,,,,0.05,mg/l,5.222,mg/l,35.612,mg/l,,,17.131,mg/l,2.622,mg/l,6.429,mg/l,8.015,mg/l,50,ug/l,139,ug/l
GAR000000067256,GMW000000038664,1,2025-07-24T13:00:00+02:00,0.029,mg/l,,,0.487,mg/l,,,,,0.822,mg/l,30.236,mg/l,72.462,mg/l,,,170.341,mg/l,21.458,mg/l,25.51,mg/l,1.45,mg/l,13627,ug/l,984,ug/l
GAR000000067291,GMW000000038701,1,2025-07-24T13:00:00+02:00,0.029,mg/l,,,0.738,mg/l,,,,,0.202,mg/l,63.9,mg/l,1,mg/l,,,93.166,mg/l,6.862,mg/l,22.029,mg/l,0.772,mg/l,6908,ug/l,435,ug/l
GAR000000067302,GMW000000038715,1,2025-07-24T13:00:00+02:00,0.029,mg/l,,,3.314,mg/l,,,,,0.184,mg/l,107.193,mg/l,1,mg/l,,,83.267,mg/l,20.853,mg/l,86.13,mg/l,15.245,mg/l,180,ug/l,432,ug/l
GAR000000067393,GMW000000038822,1,2025-07-24T13:00:00+02:00,0.029,mg/l,,,0.873,mg/l,,,,,1.106,mg/l,48.181,mg/l,20.072,mg/l,,,127.002,mg/l,14.885,mg/l,29.943,mg/l,0.552,mg/l,3099,ug/l,685,ug/l
GAR000000067253,GMW000000038659,1,2025-07-28T13:00:00+02:00,0.029,mg/l,,,4.415,mg/l,,,,,0.771,mg/l,18.711,mg/l,1,mg/l,,,126.54,mg/l,15.2,mg/l,12.852,mg/l,1.155,mg/l,11944,ug/l,600,ug/l
GAR000000067344,GMW000000038762,1,2025-07-28T13:00:00+02:00,0.029,mg/l,,,1.434,mg/l,,,,,0.308,mg/l,67.169,mg/l,22.222,mg/l,,,93.531,mg/l,13.512,mg/l,42.973,mg/l,7.112,mg/l,2957,ug/l,1077,ug/l
GAR000000067463,GMW000000038894,1,2025-07-28T13:00:00+02:00,0.029,mg/l,,,12.658,mg/l,,,,,0.818,mg/l,149.977,mg/l,1,mg/l,,,131.098,mg/l,27.261,mg/l,93.452,mg/l,7.852,mg/l,7981,ug/l,423,ug/l
GAR000000067400,GMW000000038827,1,2025-07-29T13:00:00+02:00,0.029,mg/l,,,13.395,mg/l,,,,,5.153,mg/l,115.665,mg/l,1,mg/l,,,113.462,mg/l,82.271,mg/l,96.694,mg/l,33.65,mg/l,669,ug/l,1686,ug/l
GAR000000067162,GMW000000038540,1,2025-07-30T13:00:00+02:00,0.029,mg/l,,,21.646,mg/l,,,,,4.627,mg/l,76.362,mg/l,1,mg/l,,,147.834,mg/l,62.636,mg/l,111.667,mg/l,30.038,mg/l,2711,ug/l,808,ug/l
GAR000000067176,GMW000000038562,1,2025-07-30T13:00:00+02:00,0.029,mg/l,,,11.881,mg/l,,,,,2.116,mg/l,82.294,mg/l,41.397,mg/l,,,98.172,mg/l,28.394,mg/l,63.315,mg/l,77.835,mg/l,292,ug/l,334,ug/l
GAR000000067311,GMW000000038725,1,2025-07-30T13:00:00+02:00,0.029,mg/l,,,13.332,mg/l,,,,,2.492,mg/l,68.935,mg/l,1,mg/l,,,133.506,mg/l,36.89,mg/l,49.613,mg/l,22.575,mg/l,8098,ug/l,745,ug/l
