jaar;watertype;seizoen;bedrijfstype;hoofdgrondsoortregio;jaartot_gem;std;component;symbool;eenheid;p10;p25;p50;p75;p90;perc_dg;aantal_bedrijven;volgnummer_c;volgnummer_h;mark_ab;component_naam;mark_dg;dg;aantal_bedrijfstype;in_tabel;in_trendgrafiek;in_jaargrafiek;versie;meetnet
2003;slootwater;winter;akkerbouw;klei;14;29;Aluminium;(Al);µg/l;0;0;0;1.9;74;0;13;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;4.2;8.9;Aluminium;(Al);µg/l;0;0;0;2.1;22;0;12;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;13;25;Aluminium;(Al);µg/l;0;0;2;11;44;0;29;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;10;25;Aluminium;(Al);µg/l;0;0;1.4;7.5;19;0;29;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;13;25;Aluminium;(Al);µg/l;0;2.3;5;8.3;18;0;25;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;9;26;Aluminium;(Al);µg/l;0;0;0;4.4;9.7;0;24;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;9.1;26;Aluminium;(Al);µg/l;0;0;2.5;3.8;8.7;0;29;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;8;32;Aluminium;(Al);µg/l;0;0;0;2.6;7.2;0;29;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;4.9;21;Aluminium;(Al);µg/l;0;0;0;1;2.7;3.4;29;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;5.9;22;Aluminium;(Al);µg/l;0;0;0;1.9;6.4;0;32;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;9.8;45;Aluminium;(Al);µg/l;0;0;0;0.38;4.7;0;32;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;6.9;31;Aluminium;(Al);µg/l;0;0;0;0;2.1;0;31;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;5.7;19;Aluminium;(Al);µg/l;0;0;0;0;7.4;0;30;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;5.1;16;Aluminium;(Al);µg/l;0;0;0;0;7.3;0;30;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;5.1;15;Aluminium;(Al);µg/l;0;0;0;0;6.8;0;30;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;6.1;14;Aluminium;(Al);µg/l;0.41;0.84;1.6;2.3;17;6.9;29;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;14;33;Aluminium;(Al);µg/l;0.36;0.93;2.2;6.5;33;6.2;32;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;15;57;Aluminium;(Al);µg/l;0.94;1.3;2.3;3.6;10;3.2;31;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;20;70;Aluminium;(Al);µg/l;-3.48;0.08;0.98;8.5;35;23;31;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;9.3;26;Aluminium;(Al);µg/l;0.24;0.65;1.5;3.6;17;6.7;30;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;11;34;Aluminium;(Al);µg/l;-1.04;0.45;1.4;6;26;20;30;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;7.7;18;Aluminium;(Al);µg/l;0.11;0.64;1.7;4;11;3.3;30;75;5;;Aluminium (Al);;0;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;akkerbouw;klei;1.5;1.6;Ammonium;(NH4);mg/l;0.34;0.43;1.4;1.8;2.2;6.2;16;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;0.83;1.1;Ammonium;(NH4);mg/l;0.04;0.09;0.47;0.93;2.6;17;36;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;0.73;0.72;Ammonium;(NH4);mg/l;0.07;0.23;0.39;1.1;1.7;6.9;29;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;0.69;0.68;Ammonium;(NH4);mg/l;0.12;0.19;0.35;1.1;1.7;0;29;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;0.66;0.74;Ammonium;(NH4);mg/l;0.1;0.15;0.27;0.79;2.1;0;25;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;1;1.5;Ammonium;(NH4);mg/l;0.09;0.11;0.25;0.41;0.84;0;24;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;0.92;1;Ammonium;(NH4);mg/l;0.09;0.2;0.36;1.2;2.9;0;29;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;0.53;0.55;Ammonium;(NH4);mg/l;0.09;0.15;0.28;0.8;1.1;3.4;29;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;0.77;1;Ammonium;(NH4);mg/l;0.13;0.18;0.37;0.87;1.8;6.9;29;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;1;2;Ammonium;(NH4);mg/l;0.06;0.1;0.24;0.75;1.8;12;32;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;0.93;1.4;Ammonium;(NH4);mg/l;0.11;0.2;0.44;0.85;1.9;6.2;32;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;0.63;1.1;Ammonium;(NH4);mg/l;0.08;0.09;0.28;0.7;1.2;9.7;31;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;0.67;1.1;Ammonium;(NH4);mg/l;0.11;0.16;0.32;0.77;1.2;6.7;30;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;0.53;0.64;Ammonium;(NH4);mg/l;0.08;0.13;0.31;0.6;1.3;10;30;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;0.76;1.2;Ammonium;(NH4);mg/l;0.05;0.07;0.36;0.8;1.5;17;30;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;0.62;0.92;Ammonium;(NH4);mg/l;0.07;0.15;0.33;0.76;1.2;10;29;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;0.51;0.65;Ammonium;(NH4);mg/l;0.05;0.12;0.22;0.49;1.6;16;32;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;0.46;0.65;Ammonium;(NH4);mg/l;0.07;0.1;0.25;0.51;0.86;6.5;31;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;0.88;1.1;Ammonium;(NH4);mg/l;0.1;0.23;0.51;0.79;2.8;3.2;31;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;0.8;0.86;Ammonium;(NH4);mg/l;0.15;0.21;0.4;1.1;1.8;0;30;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;0.71;1;Ammonium;(NH4);mg/l;0.07;0.11;0.34;0.85;1.5;10;30;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;1.1;2.3;Ammonium;(NH4);mg/l;0.09;0.18;0.38;0.89;2.1;0;30;15;5;;Ammonium (NH4);;0.06;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;akkerbouw;klei;3.2;2.3;Arseen;(As);µg/l;1;1.1;2.9;4.9;5.8;0;13;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;3.1;2.1;Arseen;(As);µg/l;0.8;1.4;2.2;5.5;6;0;12;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;3.7;5.2;Arseen;(As);µg/l;0.64;0.82;1.2;4.6;7.4;0;29;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;3.7;4.3;Arseen;(As);µg/l;0.35;0.7;1.3;5.5;10;3.4;29;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;4.9;7.7;Arseen;(As);µg/l;0.9;1.1;1.3;6;12;0;25;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;4.2;6.6;Arseen;(As);µg/l;0.8;0.89;1.3;2.8;5.3;0;24;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;4.1;4.3;Arseen;(As);µg/l;1.1;1.3;2.1;5;10;0;29;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;5.2;5.6;Arseen;(As);µg/l;0.92;1.1;1.9;7.3;15;0;29;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;4.6;4.7;Arseen;(As);µg/l;1.1;1.3;1.8;8.2;11;0;29;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;5;6.4;Arseen;(As);µg/l;0.95;1.1;2.5;6;11;0;32;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;4.6;5.9;Arseen;(As);µg/l;0.82;0.99;1.9;5.4;12;0;32;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;4.6;5.7;Arseen;(As);µg/l;1;1.2;2;4.8;12;0;31;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;3.8;5.7;Arseen;(As);µg/l;0.75;0.97;1.3;4.1;8.6;0;30;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;4;4.2;Arseen;(As);µg/l;0.86;1.1;1.7;5.7;9.6;0;30;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;3.7;5;Arseen;(As);µg/l;0.87;1.1;1.4;4.3;7.6;0;30;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;4.8;6;Arseen;(As);µg/l;0.85;1.1;1.4;6.2;16;0;29;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;2.9;3.4;Arseen;(As);µg/l;0.67;0.85;1;4.4;6.2;0;32;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;3.3;3.1;Arseen;(As);µg/l;0.8;0.97;1.8;5.1;7.9;0;31;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;3.5;3.5;Arseen;(As);µg/l;0.61;0.8;1.6;5;7.2;0;31;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;3.8;3.6;Arseen;(As);µg/l;0.8;0.92;2;5.6;6.8;0;30;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;3.3;2.6;Arseen;(As);µg/l;0.68;1.1;1.6;5.5;7.2;0;30;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;4.1;3.6;Arseen;(As);µg/l;0.78;1.3;2.2;6.3;10;0;30;80;5;;Arseen (As);;0.2;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;akkerbouw;klei;36;59;Barium;(Ba);µg/l;5.2;11;19;29;62;0;13;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;26;31;Barium;(Ba);µg/l;4.8;11;15;31;65;0;12;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;24;21;Barium;(Ba);µg/l;5;7.6;17;39;55;0;29;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;22;18;Barium;(Ba);µg/l;4.5;6.6;16;36;43;0;29;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;22;17;Barium;(Ba);µg/l;3.3;7;15;35;49;0;25;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;24;21;Barium;(Ba);µg/l;4.2;6.9;17;39;64;0;24;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;28;39;Barium;(Ba);µg/l;3.3;5.7;13;33;91;0;29;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;24;31;Barium;(Ba);µg/l;3.5;4.9;11;28;64;0;29;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;24;26;Barium;(Ba);µg/l;3.5;5.3;11;31;72;0;29;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;24;28;Barium;(Ba);µg/l;3.7;5.1;10;29;63;0;32;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;23;23;Barium;(Ba);µg/l;3.8;6.1;12;27;60;0;32;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;25;28;Barium;(Ba);µg/l;3.4;5.8;14;28;69;0;31;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;24;26;Barium;(Ba);µg/l;3.3;6;12;28;72;0;30;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;23;24;Barium;(Ba);µg/l;3.5;6.5;10;32;63;0;30;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;26;36;Barium;(Ba);µg/l;3.8;5.7;12;27;59;0;30;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;24;27;Barium;(Ba);µg/l;4;6.8;12;30;64;0;29;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;30;28;Barium;(Ba);µg/l;5.2;8.9;22;40;76;0;32;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;28;32;Barium;(Ba);µg/l;4.1;6.9;17;37;58;0;31;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;28;27;Barium;(Ba);µg/l;5.9;8.8;17;41;53;0;31;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;20;20;Barium;(Ba);µg/l;3.2;5.5;12;30;50;0;30;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;19;17;Barium;(Ba);µg/l;3.4;5.5;15;31;36;0;30;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;14;14;Barium;(Ba);µg/l;3.4;4.7;7.9;19;34;0;30;85;5;;Barium (Ba);;1;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;akkerbouw;klei;0.01;0.01;Cadmium;(Cd);µg/l;0;0;0;0.01;0.04;100;13;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0;0;0.02;0.03;0.03;100;12;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;0.03;0.03;Cadmium;(Cd);µg/l;0;0.02;0.03;0.04;0.07;79;29;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;0.01;0.02;Cadmium;(Cd);µg/l;0;0;0.01;0.03;0.03;93;29;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;0.04;0.02;Cadmium;(Cd);µg/l;0.02;0.02;0.04;0.05;0.06;72;25;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;0.04;0.02;Cadmium;(Cd);µg/l;0.01;0.02;0.04;0.05;0.07;71;24;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;0.03;0.02;Cadmium;(Cd);µg/l;0.01;0.02;0.03;0.04;0.05;83;29;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0.01;0.01;0.02;0.02;0.02;97;29;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;0.01;0.01;Cadmium;(Cd);µg/l;0.01;0.01;0.01;0.02;0.02;97;29;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0;0.01;0.02;0.02;0.03;97;32;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0;0.01;0.01;0.02;0.03;94;32;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0;0.01;0.02;0.02;0.03;97;31;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;0.01;0.01;Cadmium;(Cd);µg/l;0.01;0.01;0.01;0.02;0.02;100;30;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0.01;0.01;0.02;0.02;0.03;97;30;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;0.02;0.02;Cadmium;(Cd);µg/l;0.01;0.01;0.01;0.02;0.03;90;30;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0;0.01;0.02;0.03;0.04;90;29;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;0.04;0.06;Cadmium;(Cd);µg/l;0.01;0.01;0.02;0.03;0.1;78;32;90;5;;Cadmium (Cd);;0.04;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;0.04;0.05;Cadmium;(Cd);µg/l;0.01;0.01;0.02;0.04;0.1;74;31;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;0.03;0.04;Cadmium;(Cd);µg/l;0.01;0.01;0.02;0.03;0.1;81;31;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;0.02;0.02;Cadmium;(Cd);µg/l;0.01;0.01;0.02;0.03;0.03;93;30;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;0.02;0.02;Cadmium;(Cd);µg/l;0.01;0.01;0.01;0.02;0.05;87;30;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;0.02;0.01;Cadmium;(Cd);µg/l;0.01;0.01;0.01;0.02;0.03;93;30;90;5;;Cadmium (Cd);*;0.04;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;akkerbouw;klei;214;93;Calcium;(Ca);mg/l;164;167;190;235;261;0;16;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;219;72;Calcium;(Ca);mg/l;154;174;190;269;346;0;36;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;208;61;Calcium;(Ca);mg/l;131;153;205;261;292;0;29;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;206;56;Calcium;(Ca);mg/l;142;169;204;240;270;0;29;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;201;61;Calcium;(Ca);mg/l;119;165;197;235;299;0;25;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;199;52;Calcium;(Ca);mg/l;123;170;191;233;276;0;24;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;176;63;Calcium;(Ca);mg/l;114;133;162;200;231;0;29;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;183;70;Calcium;(Ca);mg/l;122;143;167;192;293;0;29;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;180;61;Calcium;(Ca);mg/l;117;139;174;190;267;0;29;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;174;61;Calcium;(Ca);mg/l;109;143;164;192;225;0;32;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;188;66;Calcium;(Ca);mg/l;121;150;184;198;278;0;32;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;182;62;Calcium;(Ca);mg/l;127;147;164;201;252;0;31;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;182;57;Calcium;(Ca);mg/l;115;152;174;206;233;0;30;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;182;61;Calcium;(Ca);mg/l;117;143;180;199;240;0;30;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;199;77;Calcium;(Ca);mg/l;127;147;187;212;323;0;30;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;199;75;Calcium;(Ca);mg/l;133;143;186;214;305;0;29;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;213;81;Calcium;(Ca);mg/l;128;160;200;237;315;0;32;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;204;66;Calcium;(Ca);mg/l;118;167;191;218;279;0;31;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;184;55;Calcium;(Ca);mg/l;107;161;183;205;240;0;31;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;187;47;Calcium;(Ca);mg/l;129;155;187;209;234;0;30;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;185;66;Calcium;(Ca);mg/l;107;143;177;200;237;0;30;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;150;40;Calcium;(Ca);mg/l;130;135;142;165;199;0;30;40;5;;Calcium (Ca);;0.15;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;akkerbouw;klei;906;1060;Chloride;(Cl);mg/l;139;181;494;1499;3049;0;16;60;5;;Chloride (Cl);;0.21;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;435;817;Chloride;(Cl);mg/l;54;91;159;225;1143;0;36;60;5;;Chloride (Cl);;0.21;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;296;391;Chloride;(Cl);mg/l;51;63;179;283;536;0;29;60;5;;Chloride (Cl);;0.21;3;1;1;1;17-okt-25;basismeetnet
