jaar;watertype;seizoen;bedrijfstype;hoofdgrondsoortregio;jaartot_gem;std;component;symbool;eenheid;p10;p25;p50;p75;p90;perc_dg;aantal_bedrijven;volgnummer_c;volgnummer_h;mark_ab;component_naam;mark_dg;dg;aantal_bedrijfstype;in_tabel;in_trendgrafiek;in_jaargrafiek;versie;meetnet
2001;uitspoelingswater;winter;alle;klei;14;7.7;Opgelost Organisch Koolstof;(DOC);mg/l;6;8.1;12;18;26;0;54;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2002;uitspoelingswater;winter;alle;klei;13;7.8;Opgelost Organisch Koolstof;(DOC);mg/l;5.8;7.3;9.8;16;23;0;50;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2003;uitspoelingswater;winter;alle;klei;11;5.8;Opgelost Organisch Koolstof;(DOC);mg/l;4.7;6.3;9.2;13;17;0;52;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2004;uitspoelingswater;winter;alle;klei;12;7.9;Opgelost Organisch Koolstof;(DOC);mg/l;5.2;6.7;9.8;15;21;0;68;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2005;uitspoelingswater;winter;alle;klei;14;11;Opgelost Organisch Koolstof;(DOC);mg/l;4.4;6.7;12;18;24;0;55;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2006;uitspoelingswater;winter;alle;klei;14;11;Opgelost Organisch Koolstof;(DOC);mg/l;5.3;6.8;9.4;20;24;0;57;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2007;uitspoelingswater;winter;alle;klei;13;8.8;Opgelost Organisch Koolstof;(DOC);mg/l;5.2;6.7;11;18;21;0;92;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2008;uitspoelingswater;winter;alle;klei;15;10;Opgelost Organisch Koolstof;(DOC);mg/l;5.2;7.6;13;20;25;0;91;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2009;uitspoelingswater;winter;alle;klei;15;9.5;Opgelost Organisch Koolstof;(DOC);mg/l;6.1;7.4;12;19;25;0;93;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2010;uitspoelingswater;winter;alle;klei;14;8.2;Opgelost Organisch Koolstof;(DOC);mg/l;5.6;7.3;11;18;25;0;96;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2011;uitspoelingswater;winter;alle;klei;14;9.7;Opgelost Organisch Koolstof;(DOC);mg/l;5.9;6.9;9.9;18;26;0;93;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2012;uitspoelingswater;winter;alle;klei;14;10;Opgelost Organisch Koolstof;(DOC);mg/l;5.9;7.1;13;17;25;0;95;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2013;uitspoelingswater;winter;alle;klei;14;11;Opgelost Organisch Koolstof;(DOC);mg/l;5.2;6.4;10;16;23;0;102;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2014;uitspoelingswater;winter;alle;klei;14;10;Opgelost Organisch Koolstof;(DOC);mg/l;5.5;6.6;10;17;26;0;96;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2015;uitspoelingswater;winter;alle;klei;14;10;Opgelost Organisch Koolstof;(DOC);mg/l;5.9;7.3;11;17;24;0;92;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2016;uitspoelingswater;winter;alle;klei;14;11;Opgelost Organisch Koolstof;(DOC);mg/l;5.8;6.9;11;17;26;0;92;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2017;uitspoelingswater;winter;alle;klei;14;10;Opgelost Organisch Koolstof;(DOC);mg/l;5.7;6.9;11;16;22;0;93;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2018;uitspoelingswater;winter;alle;klei;22;11;Opgelost Organisch Koolstof;(DOC);mg/l;6.9;12;22;29;36;0;93;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2019;uitspoelingswater;winter;alle;klei;19;11;Opgelost Organisch Koolstof;(DOC);mg/l;6.8;9.8;19;26;33;0;92;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2020;uitspoelingswater;winter;alle;klei;16;9.8;Opgelost Organisch Koolstof;(DOC);mg/l;6;8.1;14;20;28;0;97;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2021;uitspoelingswater;winter;alle;klei;13;9.2;Opgelost Organisch Koolstof;(DOC);mg/l;5.9;7.3;10;16;23;0;98;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2022;uitspoelingswater;winter;alle;klei;13;12;Opgelost Organisch Koolstof;(DOC);mg/l;4.6;6.3;8.9;14;24;0;101;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2023;uitspoelingswater;winter;alle;klei;11;8.8;Opgelost Organisch Koolstof;(DOC);mg/l;3.3;4.8;8.3;14;20;0;96;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
2024;uitspoelingswater;winter;alle;klei;10;9.8;Opgelost Organisch Koolstof;(DOC);mg/l;2.2;3.7;7.7;12;23;2;100;70;25;;Opgelost Organisch Koolstof (DOC);;0.29;3;1;1;1;17-okt-25;basismeetnet
1998;uitspoelingswater;winter;alle;klei;0.12;0.22;Opgelost Totaal Fosfor;(totaal-P);mg/l;0;0;0.02;0.08;0.18;46;13;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;2;1;1;1;17-okt-25;basismeetnet
1999;uitspoelingswater;winter;alle;klei;0.26;0.24;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.06;0.09;0.19;0.4;0.54;7.7;52;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2000;uitspoelingswater;winter;alle;klei;0.3;0.22;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.09;0.14;0.24;0.39;0.58;1.8;56;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2001;uitspoelingswater;winter;alle;klei;0.41;0.38;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.07;0.12;0.27;0.56;0.89;7.4;54;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2002;uitspoelingswater;winter;alle;klei;0.36;0.34;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.04;0.09;0.3;0.47;0.76;10;50;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2003;uitspoelingswater;winter;alle;klei;0.32;0.32;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.01;0.08;0.16;0.57;0.87;19;52;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2004;uitspoelingswater;winter;alle;klei;0.19;0.18;Opgelost Totaal Fosfor;(totaal-P);mg/l;0;0.04;0.13;0.29;0.44;31;68;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2005;uitspoelingswater;winter;alle;klei;0.23;0.3;Opgelost Totaal Fosfor;(totaal-P);mg/l;0;0.02;0.13;0.35;0.59;31;55;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2006;uitspoelingswater;winter;alle;klei;0.25;0.3;Opgelost Totaal Fosfor;(totaal-P);mg/l;0;0.04;0.14;0.31;0.75;32;57;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2007;uitspoelingswater;winter;alle;klei;0.22;0.23;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.03;0.05;0.13;0.31;0.48;15;92;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2008;uitspoelingswater;winter;alle;klei;0.2;0.24;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.01;0.04;0.1;0.29;0.54;23;91;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2009;uitspoelingswater;winter;alle;klei;0.21;0.25;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.11;0.28;0.51;26;93;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2010;uitspoelingswater;winter;alle;klei;0.18;0.19;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.1;0.24;0.45;25;96;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2011;uitspoelingswater;winter;alle;klei;0.17;0.2;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.08;0.23;0.39;28;93;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2012;uitspoelingswater;winter;alle;klei;0.23;0.39;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.03;0.04;0.13;0.3;0.45;25;95;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2013;uitspoelingswater;winter;alle;klei;0.19;0.21;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.05;0.1;0.26;0.44;25;102;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2014;uitspoelingswater;winter;alle;klei;0.2;0.22;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.03;0.05;0.11;0.29;0.52;25;96;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2015;uitspoelingswater;winter;alle;klei;0.19;0.19;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.11;0.28;0.47;29;92;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2016;uitspoelingswater;winter;alle;klei;0.22;0.25;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.05;0.12;0.34;0.53;25;92;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2017;uitspoelingswater;winter;alle;klei;0.19;0.21;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.01;0.04;0.11;0.28;0.49;26;93;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2018;uitspoelingswater;winter;alle;klei;0.18;0.2;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.1;0.26;0.45;25;93;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2019;uitspoelingswater;winter;alle;klei;0.23;0.58;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.11;0.24;0.49;29;92;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2020;uitspoelingswater;winter;alle;klei;0.14;0.14;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.04;0.09;0.22;0.38;24;97;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2021;uitspoelingswater;winter;alle;klei;0.19;0.3;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.03;0.06;0.12;0.21;0.37;20;98;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2022;uitspoelingswater;winter;alle;klei;0.17;0.18;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.05;0.12;0.23;0.45;24;101;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2023;uitspoelingswater;winter;alle;klei;0.23;0.33;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.05;0.14;0.29;0.4;23;96;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
2024;uitspoelingswater;winter;alle;klei;0.21;0.21;Opgelost Totaal Fosfor;(totaal-P);mg/l;0.02;0.05;0.14;0.31;0.45;18;100;35;25;;Opgelost Totaal Fosfor (totaal P);;0.05;3;1;1;1;17-okt-25;basismeetnet
1998;uitspoelingswater;winter;alle;klei;21;5.8;Opgelost Totaal Stikstof;(totaal-N);mg/l;15;16;22;25;30;0;13;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;2;1;1;1;17-okt-25;basismeetnet
1999;uitspoelingswater;winter;alle;klei;9.6;5.4;Opgelost Totaal Stikstof;(totaal-N);mg/l;4.8;5.9;8.5;11;17;0;52;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2000;uitspoelingswater;winter;alle;klei;15;7.9;Opgelost Totaal Stikstof;(totaal-N);mg/l;7.4;9;13;19;26;0;56;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2001;uitspoelingswater;winter;alle;klei;10;4.9;Opgelost Totaal Stikstof;(totaal-N);mg/l;4.5;6;9.9;13;17;0;54;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2002;uitspoelingswater;winter;alle;klei;7.2;4.6;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.7;3.8;6.3;8.9;13;0;50;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2003;uitspoelingswater;winter;alle;klei;7.8;4.1;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.9;5.4;6.8;10;14;0;52;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2004;uitspoelingswater;winter;alle;klei;14;11;Opgelost Totaal Stikstof;(totaal-N);mg/l;5.3;7.7;11;18;26;0;68;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2005;uitspoelingswater;winter;alle;klei;11;7.8;Opgelost Totaal Stikstof;(totaal-N);mg/l;3.9;4.5;7.9;15;21;0;55;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2006;uitspoelingswater;winter;alle;klei;13;9.3;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.9;6.4;10;16;22;0;57;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2007;uitspoelingswater;winter;alle;klei;13;12;Opgelost Totaal Stikstof;(totaal-N);mg/l;3.1;5.4;9.8;17;25;0;92;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2008;uitspoelingswater;winter;alle;klei;9.7;6.9;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.9;4.2;7.4;14;22;0;91;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2009;uitspoelingswater;winter;alle;klei;9.1;6.6;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.5;4.3;7.4;11;18;0;93;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2010;uitspoelingswater;winter;alle;klei;9.4;5.6;Opgelost Totaal Stikstof;(totaal-N);mg/l;3.1;5.1;8;14;17;0;96;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2011;uitspoelingswater;winter;alle;klei;7;4;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.8;3.9;6.7;8.7;13;0;93;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2012;uitspoelingswater;winter;alle;klei;6.9;3.8;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.2;3.7;6.4;9.2;12;0;95;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2013;uitspoelingswater;winter;alle;klei;6.6;3.9;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.2;3.4;5.9;9.3;11;0;102;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2014;uitspoelingswater;winter;alle;klei;6.9;5.1;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.2;4;5.7;8.6;13;0;96;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2015;uitspoelingswater;winter;alle;klei;7.6;4.3;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.7;4.4;6.7;11;14;0;92;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2016;uitspoelingswater;winter;alle;klei;6.6;3.8;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.4;3.5;5.9;9.2;13;0;92;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2017;uitspoelingswater;winter;alle;klei;7.1;4.1;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.7;3.9;6.6;10;12;0;93;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2018;uitspoelingswater;winter;alle;klei;7;4.4;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.3;3.9;6.3;8.9;13;0;93;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2019;uitspoelingswater;winter;alle;klei;12;6.1;Opgelost Totaal Stikstof;(totaal-N);mg/l;4.5;7;11;18;20;0;92;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2020;uitspoelingswater;winter;alle;klei;11;7.7;Opgelost Totaal Stikstof;(totaal-N);mg/l;3.7;5.9;9.4;15;21;0;97;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2021;uitspoelingswater;winter;alle;klei;10;7.5;Opgelost Totaal Stikstof;(totaal-N);mg/l;3.2;5.1;7.8;12;21;0;98;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2022;uitspoelingswater;winter;alle;klei;7;5.7;Opgelost Totaal Stikstof;(totaal-N);mg/l;1.9;2.9;5.2;9.7;16;0;101;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2023;uitspoelingswater;winter;alle;klei;7.8;5.4;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.9;3.8;5.4;11;16;0;96;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
2024;uitspoelingswater;winter;alle;klei;5.6;3.1;Opgelost Totaal Stikstof;(totaal-N);mg/l;2.3;3.6;4.8;6.8;9.5;0;100;25;25;;Opgelost Totaal Stikstof (totaal N);;0.2;3;1;1;1;17-okt-25;basismeetnet
1998;uitspoelingswater;winter;alle;klei;0.12;0.21;Orthofosfaat;(PO4);mg/l;0;0;0.04;0.09;0.18;31;13;30;25;;Orthofosfaat (PO4);;0.013;2;1;1;1;17-okt-25;basismeetnet
1999;uitspoelingswater;winter;alle;klei;0.21;0.24;Orthofosfaat;(PO4);mg/l;0.02;0.04;0.11;0.31;0.5;7.7;52;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2000;uitspoelingswater;winter;alle;klei;0.19;0.19;Orthofosfaat;(PO4);mg/l;0.03;0.06;0.11;0.28;0.47;7.1;56;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2001;uitspoelingswater;winter;alle;klei;0.27;0.31;Orthofosfaat;(PO4);mg/l;0.03;0.04;0.14;0.35;0.64;3.7;54;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2002;uitspoelingswater;winter;alle;klei;0.25;0.29;Orthofosfaat;(PO4);mg/l;0.01;0.04;0.14;0.34;0.59;8;50;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2003;uitspoelingswater;winter;alle;klei;0.3;0.29;Orthofosfaat;(PO4);mg/l;0.03;0.09;0.16;0.51;0.81;3.8;52;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2004;uitspoelingswater;winter;alle;klei;0.15;0.14;Orthofosfaat;(PO4);mg/l;0.01;0.04;0.09;0.21;0.38;10;68;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2005;uitspoelingswater;winter;alle;klei;0.17;0.23;Orthofosfaat;(PO4);mg/l;0;0.02;0.08;0.24;0.41;20;55;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2006;uitspoelingswater;winter;alle;klei;0.17;0.21;Orthofosfaat;(PO4);mg/l;0.02;0.03;0.09;0.22;0.55;7;57;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2007;uitspoelingswater;winter;alle;klei;0.15;0.19;Orthofosfaat;(PO4);mg/l;0.01;0.03;0.07;0.2;0.41;9.8;92;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2008;uitspoelingswater;winter;alle;klei;0.15;0.19;Orthofosfaat;(PO4);mg/l;0.01;0.02;0.07;0.25;0.46;7.7;91;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2009;uitspoelingswater;winter;alle;klei;0.19;0.23;Orthofosfaat;(PO4);mg/l;0.01;0.03;0.1;0.24;0.46;8.6;93;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2010;uitspoelingswater;winter;alle;klei;0.16;0.17;Orthofosfaat;(PO4);mg/l;0.02;0.03;0.09;0.25;0.45;6.2;96;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2011;uitspoelingswater;winter;alle;klei;0.16;0.19;Orthofosfaat;(PO4);mg/l;0.01;0.03;0.07;0.23;0.38;12;93;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2012;uitspoelingswater;winter;alle;klei;0.22;0.4;Orthofosfaat;(PO4);mg/l;0.02;0.04;0.12;0.31;0.45;2.1;95;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2013;uitspoelingswater;winter;alle;klei;0.17;0.2;Orthofosfaat;(PO4);mg/l;0.01;0.03;0.09;0.23;0.4;9.8;102;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2014;uitspoelingswater;winter;alle;klei;0.19;0.23;Orthofosfaat;(PO4);mg/l;0.01;0.04;0.1;0.29;0.51;7.3;96;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2015;uitspoelingswater;winter;alle;klei;0.18;0.2;Orthofosfaat;(PO4);mg/l;0.01;0.03;0.11;0.3;0.5;9.8;92;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2016;uitspoelingswater;winter;alle;klei;0.21;0.26;Orthofosfaat;(PO4);mg/l;0.01;0.04;0.12;0.32;0.52;11;92;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2017;uitspoelingswater;winter;alle;klei;0.19;0.21;Orthofosfaat;(PO4);mg/l;0.01;0.03;0.1;0.29;0.49;11;93;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2018;uitspoelingswater;winter;alle;klei;0.18;0.2;Orthofosfaat;(PO4);mg/l;0.01;0.04;0.09;0.27;0.43;11;93;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2019;uitspoelingswater;winter;alle;klei;0.22;0.6;Orthofosfaat;(PO4);mg/l;0;0.03;0.1;0.24;0.48;15;92;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2020;uitspoelingswater;winter;alle;klei;0.14;0.14;Orthofosfaat;(PO4);mg/l;0.02;0.03;0.08;0.22;0.38;9.3;97;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2021;uitspoelingswater;winter;alle;klei;0.17;0.27;Orthofosfaat;(PO4);mg/l;0.03;0.05;0.12;0.21;0.33;0;98;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2022;uitspoelingswater;winter;alle;klei;0.16;0.17;Orthofosfaat;(PO4);mg/l;0.03;0.04;0.11;0.21;0.41;5;101;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2023;uitspoelingswater;winter;alle;klei;0.21;0.3;Orthofosfaat;(PO4);mg/l;0.03;0.05;0.13;0.28;0.37;4.2;96;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2024;uitspoelingswater;winter;alle;klei;0.2;0.19;Orthofosfaat;(PO4);mg/l;0.02;0.05;0.13;0.29;0.4;1;100;30;25;;Orthofosfaat (PO4);;0.013;3;1;1;1;17-okt-25;basismeetnet
2003;uitspoelingswater;winter;alle;klei;1190;917;Strontium;(Sr);µg/l;414;637;753;1392;3108;0;39;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2004;uitspoelingswater;winter;alle;klei;982;564;Strontium;(Sr);µg/l;455;579;772;1201;1872;0;28;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2005;uitspoelingswater;winter;alle;klei;945;476;Strontium;(Sr);µg/l;470;590;849;1159;1608;0;55;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2006;uitspoelingswater;winter;alle;klei;886;407;Strontium;(Sr);µg/l;499;606;781;1041;1445;0;57;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2007;uitspoelingswater;winter;alle;klei;783;358;Strontium;(Sr);µg/l;394;533;702;1043;1217;0;92;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2008;uitspoelingswater;winter;alle;klei;780;342;Strontium;(Sr);µg/l;387;548;701;987;1117;0;91;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2009;uitspoelingswater;winter;alle;klei;732;321;Strontium;(Sr);µg/l;393;501;642;949;1142;0;93;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
2010;uitspoelingswater;winter;alle;klei;773;395;Strontium;(Sr);µg/l;410;532;705;957;1116;0;96;125;25;;Strontium (Sr);;1;3;1;1;1;17-okt-25;basismeetnet
